update,timesteps,violation_g1_util,violation_g2_class,violation_g3_geom,lambda_g1_util,lambda_g2_class,lambda_g3_geom
1,8192,2.089827711706067,0.02911033383782088,0.06253761360892518,10.449138558530336,0.1455516691891044,0.12507522721785036
2,16384,2.2053569187505664,0.011459326064063063,0.028386188611327755,21.47592315228317,0.2028482995094197,0.18184760444050588
3,24576,1.9999216674592157,0.020722389960609378,0.04584208338710128,31.475531489579247,0.3064602493124666,0.27353177121470845
4,32768,1.5173091542300328,0.012648694390902646,0.03225370314356948,39.06207726072941,0.36970372126697987,0.3380391775018474
5,40960,1.0331449779193356,0.009785445899331922,0.024838165391734546,44.227802150326085,0.4186309507636395,0.38771550828531653
6,49152,0.7547977269695343,0.005417685615879588,0.017225248333387122,48.00179078517375,0.4457193788430374,0.4221660049520908
7,57344,0.5366172301008432,0.00680459918805766,0.018228349270702448,50.68487693567797,0.4797423747833257,0.45862270349349565
8,65536,0.46261479344867396,0.005283080818065321,0.0123291015625,52.99795090292134,0.5061577788736523,0.48328090661849565
9,73728,0.29288537778341983,0.0017165409958641033,0.006769676522189306,54.462377791838435,0.5147404838529729,0.49682025966287424
10,81920,0.2798514159554226,0.0010569553616701333,0.00396728515625,55.86163487161555,0.5200252606613236,0.5047548299753742
11,90112,0.22874349144452352,0.000798336222280896,0.0035400390625,57.00535232883817,0.5240169417727281,0.5118349081003742
12,98304,0.16716189670300236,0.00041109413917681653,0.00189208984375,57.841161812353185,0.5260724124686121,0.5156190877878742
13,106496,0.15687091162229022,0.0006616750044227944,0.002197265625,58.62551637046464,0.5293807874907261,0.5200136190378742
14,114688,0.14989317155118959,0.00044606768033843573,0.00128173828125,59.37498222822059,0.5316111258924183,0.5225770956003742
15,122880,0.1166031910477162,0.0006876256656019896,0.00189208984375,59.95799818345917,0.5350492542204283,0.5263612752878742
16,131072,0.123994151957521,5.895757509819752e-05,0.000244140625,60.57796894324677,0.5353440420959192,0.5268495565378742
17,139264,0.10113971079965367,9.777976052835735e-05,0.000732421875,61.083667497245045,0.535832940898561,0.5283144002878742
18,147456,0.08970815528896123,0.00022644287320695136,0.000732421875,61.532208273689854,0.5369651552645958,0.5297792440378742
19,155648,0.10029205395688413,0.0004215172398818517,0.00103759765625,62.03366854347428,0.539072741464005,0.5318544393503742
20,163840,0.09143472592156665,0.0004556312453381355,0.0014119977973128038,62.49084217308211,0.5413508976906957,0.5346784349449999
21,172032,0.08859889254204828,0.00032088576985770355,0.00091552734375,62.933836635792346,0.5429553265399841,0.5365094896324999
22,180224,0.07401784523564918,0.00016198893163852027,0.000732421875,63.30392586197059,0.5437652711981767,0.5379743333824999
23,188416,0.0668634913299116,2.9226900483474822e-05,0.000244140625,63.63824331862015,0.5439114057005942,0.5384626146324999
24,196608,0.06661057795379374,0.00014395127617886945,0.0003662109375,63.97129620838912,0.5446311620814885,0.5391950365074999
25,204800,0.06441598418078354,0.00015549381118695567,0.0006103515625,64.29337612929304,0.5454086311374233,0.5404157396324999
26,212992,0.058553495422156515,6.0930243887721434e-05,0.000244140625,64.58614360640382,0.5457132823568619,0.5409040208824999
27,221184,0.061837159443734746,5.8113813261179744e-05,0.00018310546875,64.8953294036225,0.5460038514231678,0.5412702318199999
28,229376,0.05991378643803236,9.119326734856383e-05,0.0005777119152806773,65.19489833581265,0.5464598177599106,0.5424256556505612
29,237568,0.054749972554865606,0.0002111079885243836,0.00079345703125,65.46864819858698,0.5475153577025325,0.5440125697130612
30,245760,0.05249358208850401,9.044804044455504e-05,0.00030517578125,65.7311161090295,0.5479675979047552,0.5446229212755612
31,253952,0.046504899239300276,4.325074274795561e-05,0.00018310546875,65.963640605226,0.548183851618495,0.5449891322130612
32,262144,0.040887602532423184,6.840245025922936e-05,0.00042724609375,66.16807861788811,0.5485258638697912,0.5458436244005612
33,270336,0.04273182040096103,9.993197943364691e-05,0.00054931640625,66.38173771989293,0.5490255237669595,0.5469422572130612
34,278528,0.05516970238597436,1.2463540630791727e-05,0.0001220703125,66.65758623182279,0.5490878414701135,0.5471863978380612
35,286720,0.04021953976366181,3.029623224752611e-05,0.000244140625,66.8586839306411,0.5492393226313511,0.5476746790880612
36,294912,0.05250338544060314,8.091382283037326e-05,0.0003662109375,67.12120085784412,0.549643891745503,0.5484071009630612
37,303104,0.038912655125875543,0.0001529302890106516,0.00054931640625,67.3157641334735,0.5504085431905562,0.5495057337755612
38,311296,0.044781530728842,2.8936001629737193e-05,0.00018310546875,67.5396717871177,0.5505532231987049,0.5498719447130612
39,319488,0.039663028708312745,1.9536863586255902e-05,0.00018310546875,67.73798693065926,0.5506509075166363,0.5502381556505612
40,327680,0.04113403606624565,2.9548094569238138e-05,0.0001220703125,67.94365711099049,0.5507986479894824,0.5504822962755612
41,335872,0.039279715382150034,0.0001305116955981474,0.0003662109375,68.14005568790124,0.5514512064674731,0.5512147181505612
42,344064,0.04087627860313303,0.00011558649302257685,0.00030517578125,68.3444370809169,0.552029138932586,0.5518250697130612
43,352256,0.03102377323181027,0.00012447433686963965,0.00054931640625,68.49955594707596,0.5526515106169342,0.5529237025255612
44,360448,0.03595167583427644,1.8586216641539195e-06,6.103515625e-05,68.67931432624735,0.552660803725255,0.5530457728380612
45,368640,0.039906408287026,0.00012657833676145194,0.00079345703125,68.87884636768248,0.5532936954090623,0.5546326869005612
46,376832,0.036024561251690686,2.1078847465829992e-05,0.00018310546875,69.05896917394094,0.5533990896463914,0.5549988978380612
47,385024,0.0394923233477392,1.649271043285873e-05,6.103515625e-05,69.25643079067963,0.5534815531985557,0.5551209681505612
48,393216,0.03295193160259745,4.343973798767015e-06,0.0001220703125,69.42119044869261,0.5535032730675495,0.5553651087755612
49,401408,0.037002744899100236,0.00010147508429676774,0.00030517578125,69.60620417318812,0.5540106484890334,0.5559754603380612
50,409600,0.038524673082456176,0.00012059573409423622,0.00054931640625,69.79882753860039,0.5546136271595046,0.5570740931505612
51,417792,0.032701573753634,8.383594069149227e-05,0.00030517578125,69.96233540736856,0.5550328068629621,0.5576844447130612
