reference,model,N,topk,mode,amortiser_gap,reference_gap,diff,ci95_lo,ci95_hi,amortiser_win_rate,amortiser_evals,reference_evals
DE reparam G=40 + same operator,knn,100,1,scale+thin,0.006738990525962515,0.2113472745887967,-0.20460828406283418,-0.225334482216645,-0.18556837487143346,0.9929577464788732,64.1924882629108,108.25211267605634
DE reparam G=40 + same operator,knn,100,2,none,0.016674710251692603,0.34046111203126506,-0.3237864017795724,-0.34594273394248576,-0.30032128300784705,0.9928571428571429,7.97887323943662,40.0
DE reparam G=40 + same operator,knn,100,2,scale,0.011733009940798489,0.33518626320604955,-0.3234532532652511,-0.34442057074392735,-0.3041468286416613,1.0,26.009389671361504,57.92253521126761
DE reparam G=40 + same operator,knn,100,2,scale+thin,0.007678437346750594,0.2113472745887967,-0.20366883724204612,-0.2239725199530275,-0.1859946079164022,0.9929577464788732,69.27934272300469,108.25211267605634
DE reparam G=40 + same operator,knn,100,3,none,0.011535623532054952,0.34046111203126506,-0.32892548849921005,-0.34937761124233774,-0.3089668434790565,0.9928571428571429,11.76056338028169,40.0
DE reparam G=40 + same operator,knn,100,3,scale,0.011950610013292043,0.33518626320604955,-0.3232356531927575,-0.34658456496152285,-0.3030415747656076,0.9929577464788732,29.781690140845072,57.92253521126761
DE reparam G=40 + same operator,knn,100,3,scale+thin,0.007935962970310703,0.2113472745887967,-0.20341131161848597,-0.2237389673087229,-0.1847134574958075,0.9859154929577465,73.04460093896714,108.25211267605634
DE reparam G=40 + same operator,knn,208,1,none,0.003538324283030073,0.34046111203126506,-0.33692278774823503,-0.35715530013345165,-0.3171735455021426,1.0,3.6502347417840375,40.0
DE reparam G=40 + same operator,knn,208,1,scale,0.0017862948279821864,0.33518626320604955,-0.3333999683780674,-0.35572047474088675,-0.31334475634133174,1.0,21.661971830985916,57.92253521126761
DE reparam G=40 + same operator,knn,208,1,scale+thin,0.0013123437376109765,0.2113472745887967,-0.21003493085118574,-0.22987522578520606,-0.19131339509827486,0.9929577464788732,64.1830985915493,108.25211267605634
DE reparam G=40 + same operator,knn,208,2,none,0.007580914965742733,0.3421113706414395,-0.3345304556756968,-0.35628880670439717,-0.31451064782434984,0.9929078014184397,7.913145539906103,40.0
DE reparam G=40 + same operator,knn,208,2,scale,0.0036512541537899977,0.33518626320604955,-0.3315350090522596,-0.35474142461269387,-0.3120377612291923,1.0,25.920187793427232,57.92253521126761
DE reparam G=40 + same operator,knn,208,2,scale+thin,0.0022871825536010097,0.2113472745887967,-0.20906009203519574,-0.22971520832760517,-0.19050265728420207,1.0,68.88732394366197,108.25211267605634
DE reparam G=40 + same operator,knn,208,3,none,0.009168633569090104,0.3421113706414395,-0.3329427370723494,-0.354894321718433,-0.31326579486818634,0.9929078014184397,11.553990610328638,40.0
DE reparam G=40 + same operator,knn,208,3,scale,0.006183712897608359,0.33518626320604955,-0.3290025503084412,-0.35050410386263997,-0.3088535304349905,1.0,29.544600938967136,57.92253521126761
DE reparam G=40 + same operator,knn,208,3,scale+thin,0.0044409890931337015,0.2113472745887967,-0.206906285495663,-0.22696163580830717,-0.18859086043507348,0.9929577464788732,72.52347417840376,108.25211267605634
DE reparam G=40 + same operator,mlp,50,1,none,0.08704168366706048,0.3421113706414395,-0.255069686974379,-0.28003100365097405,-0.22975149819407917,0.9929078014184397,3.880281690140845,40.0
DE reparam G=40 + same operator,mlp,50,1,scale,0.07903366782793363,0.33518626320604955,-0.2561525953781159,-0.28042103210050323,-0.23410567922750536,1.0,21.854460093896712,57.92253521126761
DE reparam G=40 + same operator,mlp,50,1,scale+thin,0.050898993515847,0.2113472745887967,-0.1604482810729497,-0.18279455759595623,-0.14012304798614522,0.9859154929577465,65.82863849765258,108.25211267605634
DE reparam G=40 + same operator,mlp,50,2,none,0.0859237228156712,0.3421113706414395,-0.2561876478257683,-0.2797851089471133,-0.23331992952363642,0.9929078014184397,7.828638497652582,40.0
DE reparam G=40 + same operator,mlp,50,2,scale,0.08237392963610796,0.33518626320604955,-0.25281233356994165,-0.27687336995060147,-0.22980668199230497,0.9929577464788732,25.845070422535212,57.92253521126761
DE reparam G=40 + same operator,mlp,50,2,scale+thin,0.055375845600164106,0.2113472745887967,-0.15597142898863262,-0.1775818025457402,-0.13485961904205312,0.9859154929577465,70.48826291079813,108.25211267605634
DE reparam G=40 + same operator,mlp,50,3,none,0.08543098564625101,0.3421113706414395,-0.25668038499518847,-0.28079040706201613,-0.23344072181065811,0.9858156028368794,11.612676056338028,40.0
DE reparam G=40 + same operator,mlp,50,3,scale,0.08273283015045164,0.33518626320604955,-0.2524534330555979,-0.2776760298816041,-0.22780894864601794,0.9859154929577465,29.62676056338028,57.92253521126761
DE reparam G=40 + same operator,mlp,50,3,scale+thin,0.05573971820430563,0.2113472745887967,-0.15560755638449109,-0.17817464246503534,-0.1348097559160914,0.9788732394366197,74.3075117370892,108.25211267605634
DE reparam G=40 + same operator,mlp,100,1,none,0.08931962443015655,0.33936066792464453,-0.2500410434944881,-0.2754921151981237,-0.22633830310824635,0.9928057553956835,3.784037558685446,40.0
DE reparam G=40 + same operator,mlp,100,1,scale,0.08615560118809316,0.33518626320604955,-0.24903066201795646,-0.2746692626232945,-0.22460408453077485,0.9859154929577465,21.76525821596244,57.92253521126761
DE reparam G=40 + same operator,mlp,100,1,scale+thin,0.052829474962165175,0.2113472745887967,-0.15851779962663154,-0.1813175855615646,-0.13769055719254072,0.9647887323943662,65.6924882629108,108.25211267605634
DE reparam G=40 + same operator,mlp,100,2,none,0.09287951750275113,0.34046111203126506,-0.24758159452851392,-0.27414903019035824,-0.2213307587506027,0.9857142857142858,8.004694835680752,40.0
DE reparam G=40 + same operator,mlp,100,2,scale,0.0863840712699811,0.33518626320604955,-0.24880219193606848,-0.2734628020823645,-0.2248116581890926,0.9929577464788732,26.03286384976526,57.92253521126761
DE reparam G=40 + same operator,mlp,100,2,scale+thin,0.05343278821125102,0.2113472745887967,-0.15791448637754574,-0.18089411375878112,-0.1374326919837512,0.9788732394366197,70.72065727699531,108.25211267605634
DE reparam G=40 + same operator,mlp,100,3,none,0.08789273536248732,0.34046111203126506,-0.25256837666877774,-0.2784145338461497,-0.2287110553985574,0.9857142857142858,11.504694835680752,40.0
DE reparam G=40 + same operator,mlp,100,3,scale,0.08665416881308063,0.33518626320604955,-0.248532094392969,-0.2745678210207299,-0.22402297135158433,0.9859154929577465,29.523474178403756,57.92253521126761
DE reparam G=40 + same operator,mlp,100,3,scale+thin,0.05366328696876274,0.2113472745887967,-0.157683987620034,-0.17967334576258726,-0.13601980798184277,0.9647887323943662,74.2018779342723,108.25211267605634
DE reparam G=40 + same operator,mlp,208,1,none,0.07284786799660582,0.3385800846960467,-0.2657322166994409,-0.29008466692425816,-0.24299707979335736,0.9855072463768116,3.7652582159624415,40.0
DE reparam G=40 + same operator,mlp,208,1,scale,0.06917750694871108,0.33518626320604955,-0.2660087562573385,-0.29056128971354594,-0.24195819322698933,0.971830985915493,21.781690140845072,57.92253521126761
DE reparam G=40 + same operator,mlp,208,1,scale+thin,0.041960455371892094,0.2113472745887967,-0.1693868192169046,-0.19095248254505232,-0.14740786345828663,0.9647887323943662,66.88028169014085,108.25211267605634
DE reparam G=40 + same operator,mlp,208,2,none,0.07539367494211818,0.3410305744113676,-0.26563689946924945,-0.2897921250415326,-0.24221472590045304,0.9785714285714285,7.929577464788732,40.0
DE reparam G=40 + same operator,mlp,208,2,scale,0.0706419955557614,0.33518626320604955,-0.2645442676502882,-0.28965699651472293,-0.24073308650999875,0.9788732394366197,25.93661971830986,57.92253521126761
DE reparam G=40 + same operator,mlp,208,2,scale+thin,0.04329467367544537,0.2113472745887967,-0.1680526009133514,-0.189734490834321,-0.1480471158754995,0.9577464788732394,71.60328638497653,108.25211267605634
DE reparam G=40 + same operator,mlp,208,3,none,0.07633128317785334,0.3421113706414395,-0.26578008746358617,-0.29008118984473297,-0.24275963076671855,0.9787234042553191,11.389671361502348,40.0
DE reparam G=40 + same operator,mlp,208,3,scale,0.07292383015886844,0.33518626320604955,-0.2622624330471811,-0.2869954392463512,-0.2395161194578266,0.971830985915493,29.38262910798122,57.92253521126761
DE reparam G=40 + same operator,mlp,208,3,scale+thin,0.045147788245062485,0.2113472745887967,-0.16619948634373422,-0.18729580436264523,-0.1463420429179704,0.9577464788732394,75.06338028169014,108.25211267605634
DE reparam G=40 + same operator,poly3,50,1,none,0.10639827990481619,0.34116585743376127,-0.23476757752894511,-0.2621719181157937,-0.20821423798318456,0.9712230215827338,3.967136150234742,40.0
DE reparam G=40 + same operator,poly3,50,1,scale,0.10000957194441173,0.33518626320604955,-0.23517669126163784,-0.26186688392109175,-0.2105644540621913,0.971830985915493,21.971830985915492,57.92253521126761
DE reparam G=40 + same operator,poly3,50,1,scale+thin,0.06428942110422126,0.2113472745887967,-0.14705785348457545,-0.1696361886732422,-0.1271316527767148,0.9507042253521126,67.76291079812206,108.25211267605634
DE reparam G=40 + same operator,poly3,50,2,none,0.11355699079883652,0.3421113706414395,-0.22855437984260296,-0.2535810456196959,-0.2038551402790566,0.9645390070921985,7.934272300469484,40.0
DE reparam G=40 + same operator,poly3,50,2,scale,0.10949402694778669,0.33518626320604955,-0.2256922362582629,-0.25149442239745223,-0.20025512884919064,0.9577464788732394,25.953051643192488,57.92253521126761
DE reparam G=40 + same operator,poly3,50,2,scale+thin,0.07282390122263416,0.2113472745887967,-0.13852337336616255,-0.16063189053169358,-0.11819064301881685,0.9436619718309859,72.4319248826291,108.25211267605634
DE reparam G=40 + same operator,poly3,50,3,none,0.11374713286525535,0.3421113706414395,-0.2283642377761842,-0.2547829122632566,-0.20263921354070047,0.9645390070921985,11.76056338028169,40.0
DE reparam G=40 + same operator,poly3,50,3,scale,0.11181021252808504,0.33518626320604955,-0.22337605067796454,-0.24874532140128128,-0.1979804275443015,0.9577464788732394,29.774647887323944,57.92253521126761
DE reparam G=40 + same operator,poly3,50,3,scale+thin,0.07455389622786435,0.2113472745887967,-0.13679337836093236,-0.1588182531646614,-0.11585031132653938,0.9436619718309859,76.23474178403755,108.25211267605634
DE reparam G=40 + same operator,poly3,100,1,none,0.09337700124504614,0.33936066792464453,-0.2459836666795985,-0.2712934242721942,-0.22248240135654757,0.9856115107913669,3.868544600938967,40.0
DE reparam G=40 + same operator,poly3,100,1,scale,0.09150198182881195,0.33518626320604955,-0.2436842813772376,-0.2712140723205881,-0.22053441309114843,0.971830985915493,21.856807511737088,57.92253521126761
DE reparam G=40 + same operator,poly3,100,1,scale+thin,0.05706465368830291,0.2113472745887967,-0.1542826209004938,-0.17690078435918313,-0.1340210477920089,0.9647887323943662,66.46948356807512,108.25211267605634
DE reparam G=40 + same operator,poly3,100,2,none,0.09766540081239383,0.34046111203126506,-0.24279571121887125,-0.27006946451212793,-0.2176046429870526,0.9785714285714285,8.0962441314554,40.0
DE reparam G=40 + same operator,poly3,100,2,scale,0.09226997253700024,0.33518626320604955,-0.2429162906690493,-0.2695011674564926,-0.2183113710789429,0.9788732394366197,26.12676056338028,57.92253521126761
DE reparam G=40 + same operator,poly3,100,2,scale+thin,0.05741980877047597,0.2113472745887967,-0.15392746581832073,-0.17663942120084336,-0.13366153038560982,0.971830985915493,71.43427230046949,108.25211267605634
DE reparam G=40 + same operator,poly3,100,3,none,0.09403576149416418,0.34046111203126506,-0.24642535053710088,-0.2708916422812088,-0.2227786672406717,0.9857142857142858,11.666666666666666,40.0
DE reparam G=40 + same operator,poly3,100,3,scale,0.09332136774718446,0.33518626320604955,-0.24186489545886508,-0.26772153847581315,-0.21761536105262863,0.971830985915493,29.685446009389672,57.92253521126761
DE reparam G=40 + same operator,poly3,100,3,scale+thin,0.05852968936546222,0.2113472745887967,-0.15281758522333447,-0.17453831261214545,-0.13313997089306767,0.9647887323943662,74.93661971830986,108.25211267605634
DE reparam G=40 + same operator,poly3,208,1,none,0.10071702661013428,0.3392813882260595,-0.2385643616159253,-0.26586482200444156,-0.2136084303181162,0.9708029197080292,3.931924882629108,40.0
DE reparam G=40 + same operator,poly3,208,1,scale,0.09590193743074574,0.33518626320604955,-0.23928432577530387,-0.26787316627210567,-0.2125698270458508,0.9647887323943662,21.96713615023474,57.92253521126761
DE reparam G=40 + same operator,poly3,208,1,scale+thin,0.05798712721265582,0.2113472745887967,-0.1533601473761409,-0.1766160398977759,-0.13194703448436138,0.9647887323943662,67.18544600938966,108.25211267605634
DE reparam G=40 + same operator,poly3,208,2,none,0.10279292803095166,0.3410305744113676,-0.23823764638041586,-0.264638813176865,-0.21335626430259189,0.9642857142857143,8.056338028169014,40.0
DE reparam G=40 + same operator,poly3,208,2,scale,0.09785143003263751,0.33518626320604955,-0.23733483317341209,-0.26352279663014977,-0.21189802532884494,0.9647887323943662,26.06338028169014,57.92253521126761
DE reparam G=40 + same operator,poly3,208,2,scale+thin,0.05952063807016854,0.2113472745887967,-0.15182663651862818,-0.17479325130526274,-0.1307252980762079,0.9647887323943662,71.65727699530517,108.25211267605634
DE reparam G=40 + same operator,poly3,208,3,none,0.1035731094703716,0.3421113706414395,-0.23853826117106783,-0.26361459590294734,-0.21246496975848533,0.9645390070921985,11.572769953051644,40.0
DE reparam G=40 + same operator,poly3,208,3,scale,0.0998295276397607,0.33518626320604955,-0.23535673556628886,-0.26109728785065467,-0.21001762632630894,0.9647887323943662,29.561032863849764,57.92253521126761
DE reparam G=40 + same operator,poly3,208,3,scale+thin,0.06149873567729173,0.2113472745887967,-0.14984853891150496,-0.1722874048033385,-0.12983634539059524,0.9647887323943662,75.12910798122066,108.25211267605634
