context_idx,span_m,load_kNm,gt_economy,method,space,budget,seed,feasible,best_economy,gap,n_evals,n_direct,n_sizing,n_feasible_evals,n_at_best,wall_s,hp,h,b,tf,tw,fy,section_type
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,50,1,1,1105.466340602376,0.6813265844193335,50,50,0,39,45,0.01607792300001165,"{""start_evals"": 100}",469.0178259873586,177.99029258910173,21.653154849599986,14.324597343981601,355.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,50,2,0,,,50,50,0,0,-1,0.012299593000079767,"{""start_evals"": 100}",,,,,,
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,50,3,1,1774.3491353248548,1.698644238808336,50,50,0,41,43,0.015335896999658871,"{""start_evals"": 100}",536.5367919721713,235.81777150401896,14.18826693165707,8.99419811717048,690.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,50,4,1,1353.4100402230376,1.0584292770118031,50,50,0,43,48,0.01695212200002061,"{""start_evals"": 100}",670.6517866909452,162.06662179049067,8.271251027673355,15.84687416205595,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,100,0,1,804.7462208074851,0.22395514459294574,100,100,0,58,97,0.026943359000142664,"{""start_evals"": 100}",575.5620723408558,196.2889098014847,10.573113099857478,6.505598293927854,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,100,1,1,1719.0105396135646,1.614478625893223,100,100,0,37,92,0.03326677299992298,"{""start_evals"": 100}",587.5256974379196,142.39301510352064,8.018964610386247,25.0,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,100,2,1,914.4567506574476,0.3908161548765874,100,100,0,54,99,0.029035734999979468,"{""start_evals"": 100}",481.71335849893376,179.06646929107868,24.04992526484956,6.474996274587984,355.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,100,3,1,1625.370637350285,1.4720597649517941,100,100,0,56,100,0.03156978800006982,"{""start_evals"": 100}",485.3904364871208,150.83657916012018,19.493839014859113,9.582425308646325,690.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,100,4,1,1129.7341579386773,0.7182360089171633,100,100,0,61,87,0.029554842000379722,"{""start_evals"": 100}",525.0643558106988,124.74265711469464,30.676687843640742,8.154917941714649,500.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,400,0,1,685.5598502210845,0.042682132464710865,400,400,0,275,99,0.13273105300004318,"{""start_evals"": 100}",472.942449608643,190.50730924767947,12.89328355944822,8.35925315982923,460.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,400,1,1,964.8568086816467,0.4674706438465437,400,400,0,234,396,0.13304197900015424,"{""start_evals"": 100}",412.784126594592,146.12972824784313,22.947508323812357,7.071294625252395,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,400,2,1,1110.3908638729322,0.6888163935489955,400,400,0,272,200,0.09285901200018998,"{""start_evals"": 100}",384.569511582324,228.89985975391016,11.666272972828313,14.846506814342053,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,400,3,1,766.0604240145848,0.16511711741981183,400,400,0,287,199,0.06187398500014751,"{""start_evals"": 100}",456.39729107157933,229.6527529272521,11.980339647610254,6.0,460.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,400,4,1,785.6583260328723,0.19492397128045225,400,400,0,306,200,0.10445698299963624,"{""start_evals"": 100}",546.9391175669232,139.49905427118892,20.815216579496024,10.492425783104895,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,1600,0,1,745.1958786166854,0.1333837994879452,1600,1600,0,1006,1097,0.33095447200003036,"{""start_evals"": 100}",460.6118545679635,184.16985870116764,18.017072611097575,9.18741533145504,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,1600,1,1,795.0711873947753,0.20924018649384113,1600,1600,0,912,1600,0.5544799369999964,"{""start_evals"": 100}",545.3940171983179,137.81179157264307,21.233392249824615,10.717247169111797,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,1600,2,1,720.6279124283723,0.09601787240325632,1600,1600,0,985,190,0.552762139999686,"{""start_evals"": 100}",475.779171103408,167.1250532095878,16.300234814086473,8.223665919697675,460.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,1600,3,1,856.5985663730148,0.30281844767308974,1600,1600,0,888,300,0.5131899859998157,"{""start_evals"": 100}",587.9628444404414,205.98548641563758,11.80276788756418,6.747312254957677,500.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,1600,4,1,721.9806172694564,0.098075229128336,1600,1600,0,1011,1183,0.5626174660001197,"{""start_evals"": 100}",596.9912928862063,151.73925745303958,16.2381393435422,9.354900336578915,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,4800,0,1,728.6190816210077,0.10817180663959824,4800,4800,0,2960,3599,1.4683750310000505,"{""start_evals"": 100}",359.4504979346261,209.44810849998808,15.764026197716506,7.898973553919209,460.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,4800,1,1,694.4804182011537,0.0562496085082036,4800,4800,0,2873,291,1.604212973000358,"{""start_evals"": 100}",615.8550766299172,181.28067503915827,11.221654101318395,9.692280549838374,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,4800,2,1,722.9706195964957,0.0995809441102875,4800,4800,0,2972,1000,1.369951619999938,"{""start_evals"": 100}",367.8325523752811,213.15911208298547,15.00366401936879,8.069657239176955,460.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,4800,3,1,695.5551029635415,0.05788411875470123,4800,4800,0,3153,2497,2.116323828000077,"{""start_evals"": 100}",556.6849538210505,195.78261997779614,11.380247418350018,10.074717865538172,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,raw,4800,4,1,653.4265053362462,-0.0061901352985519464,4800,4800,0,3007,4194,2.4449881109999296,"{""start_evals"": 100}",450.5534517987372,229.61388460427526,13.754165353985936,6.910016084500281,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,25,0,1,1889.7922970548611,1.874224127292607,25,9,16,17,21,0.01742987700026788,"{""start_evals"": 25}",317.20342804914253,184.3878223601456,26.106804470477663,7.6980393059985674,690.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,25,1,1,1093.0126351696456,0.6623854866676213,25,9,16,17,21,0.01220897600023818,"{""start_evals"": 25}",421.5688824508991,182.6068646153086,15.035912667327455,6.0,620.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,25,2,1,2586.6215922891492,2.9340461913829397,25,9,16,17,24,0.0063953989997571625,"{""start_evals"": 25}",627.7106720163213,135.73461004387678,12.16770069711672,21.033809191563826,690.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,25,3,1,925.8030518313768,0.4080729786240751,25,5,20,13,17,0.00475214700009019,"{""start_evals"": 25}",420.1083834340305,211.85558578106213,19.120568795411295,9.062894139065492,355.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,25,4,1,685.7088107183548,0.04290868956092453,25,5,20,13,11,0.004800668999905611,"{""start_evals"": 25}",561.6878301853928,187.19649229614797,12.47976615307653,9.359824614807398,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,50,0,1,1489.4136504634128,1.2652799761923377,50,13,37,36,21,0.011078863999955502,"{""start_evals"": 25}",400.3115598321377,189.20782665655074,15.941943981151898,9.15606586499451,690.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,50,1,1,883.7875082498949,0.3441706708035752,50,15,35,44,27,0.009395256000061636,"{""start_evals"": 25}",381.0594741613343,176.91344644854365,20.639902085663426,6.0,460.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,50,2,1,1139.482090834974,0.7330618413461714,50,12,38,38,25,0.009017465999932028,"{""start_evals"": 25}",750.0,150.36870574524426,10.024580383016284,10.917982155005483,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,50,3,1,955.8379040664695,0.45375360558414224,50,10,40,30,38,0.008546413999738434,"{""start_evals"": 25}",350.10127634746965,194.1353772636197,18.163700223251592,6.889144130508353,500.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,50,4,1,881.6501112127307,0.3409198595142102,50,14,36,31,25,0.007995364000180416,"{""start_evals"": 25}",650.8649116619968,174.41790665846602,15.17281376586053,9.215138172623675,355.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,100,0,1,839.0754331905442,0.27616715257716296,100,26,74,62,10,0.01690652900015266,"{""start_evals"": 25}",530.3835035116723,242.341948723424,11.658178773289036,8.538768551251836,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,100,1,1,771.1764463319466,0.17289818140406288,100,22,78,64,78,0.016340419000243855,"{""start_evals"": 25}",540.3088718354596,218.45798020367153,13.957566287386221,6.0,355.0,rolled
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,100,2,1,768.1611615645095,0.1683121725380452,100,24,76,62,77,0.01716411600000356,"{""start_evals"": 25}",542.7460029119129,235.07025916275285,11.50074532407263,6.0,460.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,100,3,1,733.8550018673513,0.11613522585983427,100,33,67,67,69,0.02061556099988593,"{""start_evals"": 25}",607.3655578918822,254.7487397546719,11.097492713801243,6.0,355.0,welded
10,6.0,129.0909090909091,657.4964976148059,ms_nm,reparam,100,4,1,854.7725746381767,0.30004125913830326,100,23,77,59,89,0.034324877000017295,"{""start_evals"": 25}",511.2265429537424,170.263603650987,16.426419248537847,7.193748333325447,460.0,rolled
