context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,n_gen,n_gen_sizing,mode,feasible,best_economy,gap,n_repair,n_total,wall_s
0,6.0,20.0,241.3288087904857,de,reparam,10,1,10,7,none,1,426.71233289133716,0.7681781757842088,0,10,0.02563993300009315
0,6.0,20.0,241.3288087904857,de,reparam,10,1,10,7,scale,1,426.08356086568165,0.7655727179907243,18,28,0.005940443999975287
0,6.0,20.0,241.3288087904857,de,reparam,10,1,10,7,scale+thin,1,424.6620390484474,0.759682323783921,36,46,0.0282907000000705
0,6.0,20.0,241.3288087904857,de,reparam,10,2,10,9,none,1,441.60479234159664,0.8298884188542297,0,10,0.010548132000053556
0,6.0,20.0,241.3288087904857,de,reparam,10,2,10,9,scale,1,439.6839488311511,0.8219289733157025,18,28,0.01207438800008731
0,6.0,20.0,241.3288087904857,de,reparam,10,2,10,9,scale+thin,1,424.0735333416132,0.7572437185059859,72,82,0.046979285000020354
0,6.0,20.0,241.3288087904857,de,reparam,10,3,10,9,none,1,384.0662737735204,0.5914646730260662,0,10,0.012279450000050929
0,6.0,20.0,241.3288087904857,de,reparam,10,3,10,9,scale,1,382.70379883966706,0.5858189528127111,18,28,0.006750164999971275
0,6.0,20.0,241.3288087904857,de,reparam,10,3,10,9,scale+thin,1,382.70379883966706,0.5858189528127111,18,28,0.011054883999918275
0,6.0,20.0,241.3288087904857,de,reparam,10,4,10,9,none,1,497.99712272012755,1.0635626770630333,0,10,0.012423525000031077
0,6.0,20.0,241.3288087904857,de,reparam,10,4,10,9,scale,1,495.22151932313204,1.0520613423864709,18,28,0.006191768999997294
0,6.0,20.0,241.3288087904857,de,reparam,10,4,10,9,scale+thin,1,492.0180276802212,1.0387869568749921,54,64,0.031119410999963293
0,6.0,20.0,241.3288087904857,de,reparam,25,0,25,21,none,1,299.8473184498688,0.242484558526898,0,25,0.02401413899997351
0,6.0,20.0,241.3288087904857,de,reparam,25,0,25,21,scale,1,299.5393919038438,0.2412085958783925,18,43,0.008025485999951343
0,6.0,20.0,241.3288087904857,de,reparam,25,0,25,21,scale+thin,1,298.5429461252187,0.23707959949532809,54,79,0.02442501699999866
0,6.0,20.0,241.3288087904857,de,reparam,25,1,25,22,none,1,298.8126198139835,0.23819705285747061,0,25,0.0309664830000429
0,6.0,20.0,241.3288087904857,de,reparam,25,1,25,22,scale,1,298.8126198139835,0.23819705285747061,18,43,0.008139663999941149
0,6.0,20.0,241.3288087904857,de,reparam,25,1,25,22,scale+thin,1,298.8126198139835,0.23819705285747061,18,43,0.008064094000019395
0,6.0,20.0,241.3288087904857,de,reparam,25,2,25,21,none,1,254.1491688086954,0.053124034724507,0,25,0.02444693500001449
0,6.0,20.0,241.3288087904857,de,reparam,25,2,25,21,scale,1,253.8913580644758,0.052055738131523865,18,43,0.007982445000038751
0,6.0,20.0,241.3288087904857,de,reparam,25,2,25,21,scale+thin,1,253.8913580644758,0.052055738131523865,18,43,0.008057011000005332
0,6.0,20.0,241.3288087904857,de,reparam,25,3,25,21,none,1,256.38720894424546,0.06239785556159183,0,25,0.023876476000054936
0,6.0,20.0,241.3288087904857,de,reparam,25,3,25,21,scale,1,255.9588276060589,0.060622761488349663,18,43,0.015886331000046994
0,6.0,20.0,241.3288087904857,de,reparam,25,3,25,21,scale+thin,1,254.8538957510631,0.05604422873656767,72,97,0.04194029200004934
0,6.0,20.0,241.3288087904857,de,reparam,25,4,25,22,none,1,385.19796846448185,0.5961541035861115,0,25,0.03265400700001919
0,6.0,20.0,241.3288087904857,de,reparam,25,4,25,22,scale,1,382.7034354581343,0.585817447059898,18,43,0.00815197999997963
0,6.0,20.0,241.3288087904857,de,reparam,25,4,25,22,scale+thin,1,382.7034354581343,0.585817447059898,18,43,0.008140936000017973
0,6.0,20.0,241.3288087904857,de,reparam,40,0,40,35,none,1,241.63648749866084,0.0012749356768351205,0,40,0.03965217600000415
0,6.0,20.0,241.3288087904857,de,reparam,40,0,40,35,scale,1,241.32371839365888,-2.10931999885533e-05,18,58,0.015366650000032678
0,6.0,20.0,241.3288087904857,de,reparam,40,0,40,35,scale+thin,1,241.32371839365888,-2.10931999885533e-05,18,58,0.015433767999979864
