context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,mode,n_gen,n_repair,n_total,feasible,best_economy,gap
62,10.090909,41.818182,1147.2574547707825,ppo_corrected,policy,40,0,scale,40,18,58,1,1370.17817135414,0.19430749014212867
63,10.090909,52.727273,1318.1429375417918,ppo_corrected,policy,40,0,scale,40,18,58,1,1770.8936877899307,0.34347621745216417
64,10.090909,63.636364,1473.4968374975142,ppo_corrected,policy,40,0,scale,40,18,58,1,1794.8177070774016,0.21806688782963168
65,10.090909,74.545455,1593.8205978972342,ppo_corrected,policy,40,0,scale,40,18,58,1,2139.7903130703035,0.3425540590285885
66,10.090909,85.454545,1744.078619322344,ppo_corrected,policy,40,0,scale,40,18,58,1,2043.276155414428,0.17155048675978635
67,10.090909,96.363636,1930.113776773892,ppo_corrected,policy,40,0,scale,40,18,58,1,2084.049199116891,0.07975458452003603
68,10.090909,107.272727,2067.605711285596,ppo_corrected,policy,40,0,scale,40,18,58,1,2340.5457223729118,0.13200776608302522
69,10.090909,118.181818,2170.353625378734,ppo_corrected,policy,40,0,scale,40,18,58,1,2702.1596317037065,0.24503196166116514
70,10.090909,129.090909,2307.5736162550616,ppo_corrected,policy,40,0,scale,40,18,58,1,3002.6111101698943,0.30119840555414323
71,10.090909,140.0,2443.406284429296,ppo_corrected,policy,40,0,scale,40,18,58,1,3079.5363641051504,0.26034560184674094
72,10.909091,20.0,939.0466900997784,ppo_corrected,policy,40,0,scale,40,18,58,1,1013.6276816225,0.07942202694393918
73,10.909091,30.909091,1197.1649157491154,ppo_corrected,policy,40,0,scale,40,18,58,1,1671.3805168941544,0.3961155183438556
74,10.909091,41.818182,1403.509472950396,ppo_corrected,policy,40,0,scale,40,18,58,1,1549.1940368738706,0.10380019994964695
75,10.909091,52.727273,1588.7457907355176,ppo_corrected,policy,40,0,scale,40,18,58,1,1836.354432060722,0.1558516427040053
