span_m,load_kNm,feasible,in_target_band,util,grade,section_type,economy,section_class,region
6.0,20.0,True,False,0.4577224379037726,355.0,welded,469.95145839657374,3,in_distribution
6.0,33.333333333333336,True,False,0.5269526779230653,355.0,rolled,623.4203642619129,1,in_distribution
6.0,46.66666666666667,True,False,0.5672280554742694,355.0,rolled,612.6624179287994,1,in_distribution
6.0,60.0,True,False,0.6445854580536755,355.0,rolled,698.7731238762166,1,in_distribution
6.0,73.33333333333334,True,False,0.662559366377558,355.0,rolled,728.4133808542771,1,in_distribution
6.0,86.66666666666667,True,False,0.7407805267822762,355.0,rolled,801.5296536294574,1,in_distribution
6.0,100.0,True,True,0.9512317514256927,355.0,rolled,702.356341172808,1,in_distribution
6.0,113.33333333333334,True,False,0.6867143611594901,355.0,rolled,984.51007204659,1,in_distribution
6.0,126.66666666666667,True,False,0.7110653479078346,355.0,rolled,1068.887319204543,1,in_distribution
6.0,140.0,True,False,0.8820005507819301,355.0,rolled,909.9761985097551,3,in_distribution
7.0,20.0,True,False,0.5950696001961004,355.0,welded,624.9216808680986,2,in_distribution
7.0,33.333333333333336,True,False,0.5824007612988514,355.0,rolled,745.2066268247174,1,in_distribution
7.0,46.66666666666667,True,False,0.6536141319409626,355.0,rolled,858.52410322251,1,in_distribution
7.0,60.0,True,False,0.695142699859283,355.0,rolled,906.9394555313326,1,in_distribution
7.0,73.33333333333334,True,False,0.711155604027792,355.0,rolled,993.4886709004412,1,in_distribution
7.0,86.66666666666667,True,False,0.8851287289150884,355.0,rolled,1109.4798527801418,1,in_distribution
7.0,100.0,True,True,0.9155977186323228,355.0,rolled,1145.2662166359294,1,in_distribution
7.0,113.33333333333334,True,False,0.8655092092373651,460.0,rolled,1089.7000702797468,1,in_distribution
7.0,126.66666666666667,True,False,0.8831231964323356,355.0,rolled,1340.5362859502384,1,in_distribution
7.0,140.0,True,False,0.7688831056040266,355.0,rolled,1457.2179581749751,1,in_distribution
8.0,20.0,True,False,0.4960675179371852,355.0,rolled,842.5328471954274,1,in_distribution
8.0,33.333333333333336,True,False,0.6210318096664079,355.0,rolled,925.1695493356056,1,in_distribution
8.0,46.66666666666667,True,False,0.8164273475596902,355.0,rolled,1036.863925433858,1,in_distribution
8.0,60.0,True,False,0.8054046444770224,355.0,rolled,1093.0335255641546,1,in_distribution
8.0,73.33333333333334,True,False,0.7593365933672456,355.0,rolled,1284.897101329539,1,in_distribution
8.0,86.66666666666667,True,False,0.7935530603518298,355.0,rolled,1376.4664646595647,1,in_distribution
8.0,100.0,True,False,0.7967671981074732,355.0,rolled,1475.183675607597,1,in_distribution
8.0,113.33333333333334,True,False,0.7509680389161002,355.0,rolled,1588.2722760496988,2,in_distribution
8.0,126.66666666666667,True,False,0.8193250169580151,355.0,rolled,1700.5869164644514,1,in_distribution
8.0,140.0,True,False,0.7859315743394174,355.0,rolled,1840.0435461512786,1,in_distribution
9.0,20.0,True,False,0.49254626504985016,355.0,rolled,1062.3199444798674,1,in_distribution
9.0,33.333333333333336,True,False,0.6463567425963866,355.0,rolled,1169.4058452495194,1,in_distribution
9.0,46.66666666666667,True,False,0.7007954046313215,355.0,rolled,1311.9739248296348,1,in_distribution
9.0,60.0,True,False,0.7642844160434618,355.0,rolled,1432.5419837004242,1,in_distribution
9.0,73.33333333333334,True,False,0.7920899646094793,355.0,rolled,1547.4323069139348,2,in_distribution
9.0,86.66666666666667,True,False,0.8226803777779568,355.0,rolled,1721.4696455621977,1,in_distribution
9.0,100.0,True,False,0.8360274701277314,355.0,rolled,1833.6920779287132,2,in_distribution
9.0,113.33333333333334,True,False,0.8114739937595561,355.0,rolled,2039.0505723801195,1,in_distribution
9.0,126.66666666666667,True,False,0.8009792508243615,355.0,rolled,2257.2101272654095,1,in_distribution
9.0,140.0,True,False,0.8039416810477256,355.0,rolled,2428.451671797723,1,in_distribution
10.0,20.0,True,False,0.6594625354765936,355.0,welded,1345.2725928399216,1,in_distribution
10.0,33.333333333333336,True,False,0.6145639885636391,355.0,rolled,1443.542747241034,1,in_distribution
10.0,46.66666666666667,True,False,0.683805267274271,355.0,rolled,1654.2987249934777,1,in_distribution
10.0,60.0,True,False,0.8116426973027617,355.0,rolled,1776.4021147853714,1,in_distribution
10.0,73.33333333333334,True,False,0.8192226102560599,355.0,rolled,1955.0168471308991,2,in_distribution
10.0,86.66666666666667,True,False,0.7954070943912013,355.0,rolled,2180.5218943509612,1,in_distribution
10.0,100.0,True,False,0.8109544296648017,355.0,rolled,2449.6605514128573,1,in_distribution
10.0,113.33333333333334,True,False,0.7728242238477532,355.0,rolled,2661.556222029952,1,in_distribution
10.0,126.66666666666667,True,False,0.8039610345958389,355.0,rolled,2842.872701978399,1,in_distribution
10.0,140.0,True,False,0.8359821531080146,355.0,rolled,3021.1910714727637,1,in_distribution
11.0,20.0,True,False,0.49793556278462,355.0,rolled,1527.829576313076,1,in_distribution
11.0,33.333333333333336,True,False,0.6419034311890884,355.0,rolled,1916.6308219836553,1,in_distribution
11.0,46.66666666666667,True,False,0.8912404434428868,355.0,rolled,1968.5732723849928,1,in_distribution
11.0,60.0,True,False,0.7574811495266508,355.0,rolled,2212.0615077195,2,in_distribution
11.0,73.33333333333334,True,False,0.7656593471607936,355.0,rolled,2525.9543891503317,1,in_distribution
11.0,86.66666666666667,True,False,0.7955039744365122,355.0,rolled,2809.759432062798,1,in_distribution
11.0,100.0,True,False,0.8113202809308864,355.0,rolled,3043.600135209563,1,in_distribution
11.0,113.33333333333334,True,False,0.8477017671130332,355.0,rolled,3287.814774889676,1,in_distribution
11.0,126.66666666666667,True,False,0.8572930795235247,355.0,rolled,3577.623684404541,1,in_distribution
11.0,140.0,True,False,0.8667710698174791,355.0,rolled,3849.9027411895713,1,in_distribution
12.0,20.0,True,False,0.5351550752652947,355.0,rolled,1969.9770436801189,1,in_distribution
12.0,33.333333333333336,True,False,0.6473272163022457,355.0,rolled,2273.05007019347,1,in_distribution
12.0,46.66666666666667,True,False,0.7200069073513118,355.0,rolled,2351.675452881748,2,in_distribution
12.0,60.0,True,False,0.7753927034780681,355.0,rolled,2802.6989659526193,1,in_distribution
12.0,73.33333333333334,True,False,0.7603068509089003,355.0,rolled,3173.814326370979,1,in_distribution
12.0,86.66666666666667,True,False,0.7915766428984856,355.0,rolled,3495.396438396813,1,in_distribution
12.0,100.0,True,False,0.8352100256591396,355.0,rolled,3800.573619407206,1,in_distribution
12.0,113.33333333333334,True,False,0.8743095943335322,355.0,rolled,4113.894263278399,1,in_distribution
12.0,126.66666666666667,True,True,0.9047790502419413,355.0,rolled,4452.819061697003,1,in_distribution
12.0,140.0,True,True,0.9065389876100282,355.0,rolled,4766.133247346354,1,in_distribution
13.0,20.0,True,False,0.5366848797895568,355.0,rolled,2297.316749929961,1,in_distribution
13.0,33.333333333333336,True,False,0.6241173856758316,355.0,rolled,2774.7479914078126,1,in_distribution
13.0,46.66666666666667,True,False,0.727076227456384,355.0,rolled,2987.0565733482294,1,in_distribution
13.0,60.0,True,False,0.7448236985990581,355.0,rolled,3464.241489435721,1,in_distribution
13.0,73.33333333333334,True,False,0.7912363120814316,355.0,rolled,3869.4322266799572,1,in_distribution
13.0,86.66666666666667,True,False,0.8474681326029109,355.0,rolled,4246.8129183457495,1,in_distribution
13.0,100.0,True,False,0.8903028739822931,355.0,rolled,4633.905245033834,1,in_distribution
13.0,113.33333333333334,True,True,0.9182862737084709,355.0,rolled,5034.86744642318,1,in_distribution
13.0,126.66666666666667,True,True,0.9612841070415015,355.0,rolled,5537.900223813409,1,in_distribution
13.0,140.0,True,False,0.8781940006859363,500.0,rolled,7725.207912774459,1,in_distribution
14.0,20.0,True,False,0.4304764622444872,355.0,rolled,2854.72998900985,1,in_distribution
14.0,33.333333333333336,True,False,0.6634988967390194,355.0,rolled,3401.275684050461,1,in_distribution
14.0,46.66666666666667,True,False,0.7152936815773068,355.0,rolled,3623.0825524445618,2,in_distribution
14.0,60.0,True,False,0.7796865987332989,355.0,rolled,4151.4372159903705,1,in_distribution
14.0,73.33333333333334,True,False,0.8424521032708675,355.0,rolled,4627.074920900173,1,in_distribution
14.0,86.66666666666667,True,False,0.8797620461854452,355.0,rolled,5150.547059291548,1,in_distribution
14.0,100.0,True,True,0.9385201688063008,355.0,rolled,5656.43347859276,1,in_distribution
