span_m,load_kNm,feasible,in_target_band,util,grade,section_type,economy,section_class,region
6.0,20.0,True,False,0.320566264563135,355.0,rolled,546.8169117309113,1,in_distribution
6.0,33.333333333333336,True,False,0.4531673169867966,355.0,rolled,588.9272993733173,1,in_distribution
6.0,46.66666666666667,True,False,0.550599154410056,355.0,rolled,629.8897706657058,1,in_distribution
6.0,60.0,True,False,0.6233825750274875,355.0,rolled,671.2703278470282,1,in_distribution
6.0,73.33333333333334,True,False,0.6763695704515504,355.0,rolled,713.6362645766287,1,in_distribution
6.0,86.66666666666667,True,False,0.7026757456617776,355.0,rolled,765.1071261564656,1,in_distribution
6.0,100.0,True,False,0.7393655706532961,355.0,rolled,800.2142184408027,1,in_distribution
6.0,113.33333333333334,True,False,0.7553360580079796,355.0,rolled,844.4763979682742,1,in_distribution
6.0,126.66666666666667,True,False,0.7807134704986575,355.0,rolled,876.7704281649324,1,in_distribution
6.0,140.0,True,False,0.7850144702985337,355.0,rolled,921.0987151100594,1,in_distribution
7.0,20.0,True,False,0.3716853440318635,355.0,rolled,708.8687153651833,1,in_distribution
7.0,33.333333333333336,True,False,0.5175380718437443,355.0,rolled,768.5341558896798,1,in_distribution
7.0,46.66666666666667,True,False,0.6178414629551283,355.0,rolled,830.4986172651465,1,in_distribution
7.0,60.0,True,False,0.6860001478021609,355.0,rolled,894.4558848159523,1,in_distribution
7.0,73.33333333333334,True,False,0.7311353261178941,355.0,rolled,959.2000310288321,1,in_distribution
7.0,86.66666666666667,True,False,0.7748246374047544,355.0,rolled,1011.4009351245759,1,in_distribution
7.0,100.0,True,False,0.7941951212326273,355.0,rolled,1074.5399211429688,1,in_distribution
7.0,113.33333333333334,True,False,0.7701563110673056,355.0,rolled,1172.0951283669249,1,in_distribution
7.0,126.66666666666667,True,False,0.7610951009607071,355.0,rolled,1255.6240726365659,1,in_distribution
7.0,140.0,True,False,0.8748922925539894,355.0,rolled,1225.5383412258093,1,in_distribution
8.0,20.0,True,False,0.4255122370097062,355.0,rolled,884.353032518681,1,in_distribution
8.0,33.333333333333336,True,False,0.5739565221815712,355.0,rolled,973.9391973059666,1,in_distribution
8.0,46.66666666666667,True,False,0.8164273475596902,355.0,rolled,1036.863925433858,1,in_distribution
8.0,60.0,True,False,0.7402586127109344,355.0,rolled,1147.0499918564722,1,in_distribution
8.0,73.33333333333334,True,False,0.7792237304290246,355.0,rolled,1237.4388975241588,1,in_distribution
8.0,86.66666666666667,True,False,0.7568895285605113,355.0,rolled,1380.6824946256281,1,in_distribution
8.0,100.0,True,False,0.7491198553920567,355.0,rolled,1506.8974974324872,1,in_distribution
8.0,113.33333333333334,True,False,0.8912724326756549,355.0,rolled,1455.1350787458955,1,in_distribution
8.0,126.66666666666667,True,False,0.7468153520401554,460.0,rolled,1728.6980384693263,1,in_distribution
8.0,140.0,True,False,0.8099550089266969,355.0,rolled,1717.1614195653488,1,in_distribution
9.0,20.0,True,False,0.4728235613011613,355.0,rolled,1082.3171733963839,1,in_distribution
9.0,33.333333333333336,True,False,0.6271186728855176,355.0,rolled,1199.3130882581172,1,in_distribution
9.0,46.66666666666667,True,False,0.7166047529524486,355.0,rolled,1326.0160251395973,1,in_distribution
9.0,60.0,True,False,0.7863941094198036,355.0,rolled,1696.9392910150823,1,in_distribution
9.0,73.33333333333334,True,False,0.8884272549747907,355.0,rolled,1502.652778710445,1,in_distribution
9.0,86.66666666666667,True,False,0.8837632257910848,355.0,rolled,1648.396017666087,1,in_distribution
9.0,100.0,True,False,0.8982817239422601,355.0,rolled,2056.037587486553,1,in_distribution
9.0,113.33333333333334,True,False,0.7108141230831224,355.0,rolled,2194.217960701117,1,in_distribution
9.0,126.66666666666667,True,True,0.9140608312661731,355.0,rolled,2325.5337539971792,1,in_distribution
9.0,140.0,True,True,0.9175114065948341,355.0,rolled,2455.3512354159766,1,in_distribution
10.0,20.0,True,False,0.5195247976771096,355.0,rolled,1295.0894448858076,1,in_distribution
10.0,33.333333333333336,True,False,0.6687457849773777,355.0,rolled,1456.620544442015,1,in_distribution
10.0,46.66666666666667,True,False,0.8068082467086068,355.0,rolled,1585.455281385211,1,in_distribution
10.0,60.0,True,False,0.8410660166660818,355.0,rolled,1764.610778847743,1,in_distribution
10.0,73.33333333333334,True,False,0.8694651281709078,355.0,rolled,2248.202852481598,1,in_distribution
10.0,86.66666666666667,True,False,0.8960293590834266,355.0,rolled,2423.6294132872936,1,in_distribution
10.0,100.0,True,True,0.9046973176263284,355.0,rolled,2610.8418674396385,1,in_distribution
10.0,113.33333333333334,True,False,0.8101361620600129,355.0,rolled,2528.710558607547,1,in_distribution
10.0,126.66666666666667,True,False,0.8387851643086395,355.0,rolled,2662.8036513590296,1,in_distribution
10.0,140.0,True,False,0.7185600607883558,355.0,rolled,3202.5414079262046,1,in_distribution
11.0,20.0,True,False,0.5585860324480918,355.0,rolled,1532.5929064808367,1,in_distribution
11.0,33.333333333333336,True,False,0.7301113158871162,355.0,rolled,1735.8102107408267,1,in_distribution
11.0,46.66666666666667,True,False,0.8912404434428868,355.0,rolled,1968.5732723849928,1,in_distribution
11.0,60.0,True,False,0.8530696763735216,355.0,rolled,2531.6866668992234,1,in_distribution
11.0,73.33333333333334,True,False,0.7841141199037758,355.0,rolled,2535.690946102087,1,in_distribution
11.0,86.66666666666667,True,False,0.8400647683754774,355.0,rolled,2687.273321592763,1,in_distribution
11.0,100.0,True,False,0.8488215091701663,355.0,rolled,2900.2167116493765,1,in_distribution
11.0,113.33333333333334,True,False,0.7468690083112292,355.0,rolled,3518.1765737457126,1,in_distribution
11.0,126.66666666666667,True,False,0.7666448660826614,355.0,rolled,3752.2165298435707,1,in_distribution
