arm,repair_mode,span_m,load_kNm,optimal,optimal_grade,optimal_type,achieved,gap,feasible,feasible_before,utilization,section_class,h,b,tf,tw,fy,section_type,grade_match,repaired,variant,scale,n_ec3_gen,n_ec3_repair,n_ec3,t_gen,t_repair,sec_per_design,method,seed,gap_mass,gap_co2
ga,none,6.0,129.0909090909091,657.4964976148059,355,rolled,687.5940606409515,0.0457760050971074,True,True,1.0008258762629652,2,445.9439120885306,192.76676066588817,14.094042309687934,7.761377593001324,460.0,rolled,0.0,False,original,,4800,1,4801,0.956467866897583,0.0001349449157714,0.9566028118133544,ga,-1,0.24215321062317874,0.31492760202795456
ga,none,6.0,140.0,697.879425726456,355,rolled,696.8064293676015,-0.0015375096604081,True,True,1.0009943419611542,2,550.6135771975623,199.58050512938703,13.45562290967143,8.55826149039462,355.0,rolled,1.0,False,original,,4800,1,4801,0.934518814086914,0.0001311302185058,0.93464994430542,ga,-1,0.3424985234751834,0.5597455453515603
ga,none,6.818181818181818,20.0,317.0885192434045,355,rolled,325.7272969580327,0.0272440570703755,True,True,1.000999497954246,1,265.2219290731298,137.49138326943034,9.360303952344692,6.000812433049415,355.0,rolled,1.0,False,original,,4800,1,4801,0.9557008743286132,0.0001280307769775,0.9558289051055908,ga,-1,0.08478781716941652,0.2635209989024092
ga,none,6.818181818181818,30.909090909090907,392.6423822212096,355,rolled,392.3339440068956,-0.0007855448832831,True,True,1.0009409482896514,2,312.4185711559594,160.1626116850225,9.749414698868966,6.004904769100404,355.0,rolled,1.0,False,original,,4800,1,4801,0.9262990951538086,0.0001223087310791,0.9264214038848876,ga,-1,0.11189200751297967,0.2756214846572249
ga,none,6.818181818181818,41.81818181818181,455.0251859822217,355,rolled,463.9089349497882,0.0195236422977113,True,True,1.0005443524952036,2,388.12689978711927,170.13030970949708,10.474714380761611,6.014630002791643,355.0,rolled,1.0,False,original,,4800,1,4801,0.9657671451568604,0.0001418590545654,0.9659090042114258,ga,-1,0.14600993601452328,0.3239862595591618
ga,none,6.818181818181818,52.72727272727273,519.9507333014534,355,rolled,557.6960272401593,0.0725939815471367,True,True,1.0002900449458432,2,480.9388554665574,158.44692403127578,11.057964736287142,7.487401942859218,355.0,rolled,1.0,False,original,,4800,1,4801,0.9478213787078856,0.0001258850097656,0.9479472637176514,ga,-1,0.25142421633350054,0.4609517589320036
ga,none,6.818181818181818,63.63636363636363,570.1996303697795,355,rolled,588.270175672354,0.0316916117445666,True,True,1.0009626972429553,2,450.4223447787708,189.03855440130164,11.470121275501144,6.979114239331135,355.0,rolled,1.0,False,original,,4800,1,4801,1.3278322219848633,0.0001728534698486,1.328005075454712,ga,-1,0.2227535724386438,0.4157434580279311
ga,none,6.818181818181818,74.54545454545453,645.0378754655677,355,rolled,654.8455402389096,0.0152047889688075,True,True,1.0009999486320735,2,478.1421666372296,186.90339885245623,12.84499248497761,7.397268070420879,355.0,rolled,1.0,False,original,,4800,1,4801,1.604891300201416,0.0001683235168457,1.6050596237182615,ga,-1,0.2714640547977947,0.4881289956943411
ga,none,6.818181818181818,85.45454545454545,698.212152166206,355,rolled,699.2950688561662,0.0015509851648963,True,True,1.000999776338437,2,493.3111326900379,203.6794606331727,12.58855507501984,7.633487648705578,355.0,rolled,1.0,False,original,,4800,1,4801,1.577876329421997,0.0001559257507324,1.5780322551727295,ga,-1,0.28504926753758175,0.47276374599424553
ga,none,6.818181818181818,96.36363636363636,733.8166260116295,355,rolled,773.1515230167802,0.0536031695260707,True,True,1.0009859119469653,2,523.4707704073858,187.51941668551316,15.082903406731935,8.035396192151817,355.0,rolled,1.0,False,original,,4800,1,4801,1.1137754917144775,0.0001313686370849,1.1139068603515625,ga,-1,0.33510086051192944,0.550280123570922
