label,n_contexts,feasibility_rate,gap_mean_frac,gap_mean_pct,gap_median_pct,gap_std_pct,gap_p90_pct,gap_p95_pct,gap_worst_pct,pct_within_1pct,pct_within_5pct,pct_within_10pct,wall_time_s_total,wall_time_s_per_context,gap_mass_mean_pct,gap_mass_median_pct,gap_co2_mean_pct,gap_co2_median_pct,seed
shaped_cost_seed42,142,1.0,0.745992603490359,74.5992603490359,78.21418930196519,20.094472733781714,99.01782192103849,104.41005170318046,120.16929004899053,0.0,0.0,0.0,9.718439817428589,0.06843971702414499,77.51340881450795,79.65197728180107,151.37908089405684,160.19504694802947,42
shaped_cost_seed43,142,1.0,0.6915269639664904,69.15269639664903,71.40317502591522,25.921453649623423,100.6833951796031,105.09496007402697,137.56099171585953,0.0,0.0,0.0,10.961025476455688,0.0771903202567302,85.47441174482496,85.41367321369118,156.07366701423942,164.59707711535793,43
shaped_cost_seed44,142,1.0,0.5056527489062534,50.565274890625346,50.712268903014326,14.298533621934286,69.50410532042176,71.63838941926596,85.40346992757087,0.0,0.0,0.0,8.986867904663086,0.06328780214551469,70.72652465537553,76.29022668788387,131.70546755478787,140.20178620355256,44
shaped_cost_seed45,142,1.0,0.6859104971255868,68.59104971255869,70.13783032847536,17.97281157980969,89.6889992003276,95.47781502083278,126.84742414015948,0.0,0.0,0.0,8.45372223854065,0.05953325520099049,88.10467679757092,93.97663662351428,154.69135575085457,164.1037582891986,45
shaped_cost_seed46,142,1.0,0.8954703199504801,89.54703199504802,92.02922152531559,31.465892194793156,127.62132514069427,134.36095638327964,157.8374902914919,0.0,0.0,0.0,8.252175092697144,0.05811390910350101,106.5617914218026,106.58867936228486,181.134103646519,193.14731000442066,46
