costing,space,proposals,span_m,load_kNm,reference,achieved,gap
original,raw,40,8.454545454545455,107.27272727272728,1247.3930159794309,2168.8778397084184,0.7387285417863703
original,raw,40,8.454545454545455,118.18181818181816,1285.189935510621,2136.700507044639,0.6625562090133417
original,raw,40,8.454545454545455,129.0909090909091,1359.5228722374015,1917.0122449363362,0.41006251831678275
original,raw,40,8.454545454545455,140.0,1454.9800312964985,1726.2188198889653,0.1864209698814714
original,raw,40,9.272727272727272,20.0,618.4530890237875,827.9757418668972,0.33878503731598464
original,raw,40,9.272727272727272,30.909090909090907,761.4534867686122,1269.934788656581,0.6677772322585536
original,raw,40,9.272727272727272,41.81818181818181,881.2556840948919,1602.9408557526954,0.8189282460050424
original,raw,40,9.272727272727272,52.72727272727273,989.9883669803154,1437.6172232396923,0.4521556729244651
original,raw,40,9.272727272727272,63.63636363636363,1106.6209977316942,2141.808552254331,0.9354490441122312
original,raw,40,9.272727272727272,74.54545454545453,1247.7748019974165,2139.444029995702,0.7146074969384832
original,raw,40,9.272727272727272,85.45454545454545,1317.098439688467,1940.861958917371,0.4735891414285198
original,raw,40,9.272727272727272,96.36363636363636,1414.7279425408665,1843.3771054694885,0.3029905256262653
original,raw,40,9.272727272727272,107.27272727272728,1522.6725742575536,2551.9819251182903,0.6759886322656214
original,raw,40,9.272727272727272,118.18181818181816,1645.849345217246,1984.7009262240965,0.2058825019383066
original,raw,40,9.272727272727272,129.0909090909091,1740.933618872136,3042.1086437419103,0.7474007111843475
original,raw,40,9.272727272727272,140.0,1856.5687456377927,3219.465707676467,0.7340945306986055
original,raw,40,10.09090909090909,20.0,742.9343178494156,1467.6225457490195,0.9754405073080634
original,raw,40,10.09090909090909,30.909090909090907,915.5475138288588,1879.320664520806,1.0526740951558122
original,raw,40,10.09090909090909,41.81818181818181,1059.829316571149,1849.0969896222252,0.7447120594895249
original,raw,40,10.09090909090909,52.72727272727273,1213.1595349712586,2004.1420000906444,0.652002018133687
original,raw,40,10.09090909090909,63.63636363636363,1357.496004947102,2105.2021463626656,0.5507980419026721
original,raw,40,10.09090909090909,74.54545454545453,1486.8770563048004,2718.173089643738,0.8281088393407354
original,raw,40,10.09090909090909,85.45454545454545,1614.031417022214,2768.050300076398,0.7149915862129101
original,raw,40,10.09090909090909,96.36363636363636,1771.028921502606,2495.1310859322966,0.40885959322185195
original,raw,40,10.09090909090909,107.27272727272728,1916.4589042949708,2622.73491492115,0.36853177965013795
original,raw,40,10.09090909090909,118.18181818181816,2076.30196798726,3308.330639782558,0.5933764408023996
original,raw,40,10.09090909090909,129.0909090909091,2210.304923798717,2778.2088741845773,0.2569346628472593
original,raw,40,10.09090909090909,140.0,2328.49511615869,3417.2332277141304,0.46757156757602636
