span_m,load_kNm,optimal_economy,optimal_grade,optimal_type,agent_economy,agent_grade,agent_type,agent_util,feasible,in_target_band,gap,gap_mass,gap_co2
13.363636363636363,63.63636363636363,3099.504449257762,355,rolled,4122.412390860051,500.0,rolled,1.0009914042141517,True,True,0.33002305960465544,0.11473116575164954,0.25132558340154937
13.363636363636363,74.54545454545453,3409.0278837627866,355,rolled,4611.4451056600965,500.0,rolled,1.0009947478135222,True,True,0.3527155725608546,0.15030803961529943,0.2756316915856714
13.363636363636363,85.45454545454545,3859.8972334468967,355,rolled,5008.614351710887,500.0,rolled,1.0009952399101698,True,True,0.2976030315807613,0.14711328575811913,0.269129443728782
13.363636363636363,96.36363636363636,4245.414696419247,460,rolled,5396.598054520647,500.0,rolled,1.0009957773879048,True,True,0.27115922481550603,0.14438971621615126,0.26301447967254865
13.363636363636363,107.27272727272728,4631.739739142465,460,rolled,5780.074141337256,500.0,rolled,1.000997934996831,True,True,0.2479272296952069,0.14160132160301428,0.2591565847687639
13.363636363636363,118.18181818181816,5063.816158705762,460,rolled,6249.133593876015,500.0,rolled,0.9515154619269736,True,True,0.23407592179910472,0.16320902354168712,0.2713968329967002
13.363636363636363,129.0909090909091,5459.024045280959,460,rolled,6417.4364339098265,500.0,rolled,1.0009976251065527,True,True,0.17556478606416187,0.1269340272249766,0.22845046428751897
13.363636363636363,140.0,5943.747564514266,460,rolled,6924.364000342837,500.0,rolled,1.0009985318607926,True,True,0.16498285386194883,0.15163045410038084,0.251185896844498
14.181818181818182,20.0,1796.9028968466985,355,rolled,2669.429550009487,500.0,rolled,1.0009894157991412,True,True,0.48557251184465494,0.169252268970465,0.2470378534321912
14.181818181818182,30.909090909090907,2224.07150895444,355,rolled,3308.4299560902846,500.0,rolled,1.0009919622185048,True,True,0.4875555676919817,0.19333904594572165,0.24911775103766426
14.181818181818182,41.81818181818181,2615.0382292659383,355,rolled,3868.914622345358,500.0,rolled,1.0009899140227032,True,True,0.4794868308412427,0.15730197084503902,0.25154120807766484
14.181818181818182,52.72727272727273,3202.0654799770145,355,rolled,4305.141427806208,500.0,rolled,1.000988233272794,True,True,0.3444888790460063,0.10776595477305834,0.23584717032631564
14.181818181818182,63.63636363636363,3623.765744949169,355,rolled,4905.426872934593,500.0,rolled,1.0009960028647562,True,True,0.3536821136332592,0.12819587273045557,0.2580856293901988
14.181818181818182,74.54545454545453,4194.266016339479,355,rolled,5408.326726669185,500.0,rolled,1.0009968323242981,True,True,0.28945725082770724,0.13370916470393138,0.24139499563945854
14.181818181818182,85.45454545454545,4665.282330709234,460,rolled,5871.840878270478,500.0,rolled,1.0009989693291501,True,True,0.2586249795899959,0.12566714798874576,0.23926045753369476
14.181818181818182,96.36363636363636,5186.697126154381,460,rolled,6479.803402070561,500.0,rolled,1.0009989629368417,True,True,0.24931208521808151,0.15597739534607144,0.2624479190500345
14.181818181818182,107.27272727272728,5684.871516431859,460,rolled,6813.332529877462,500.0,rolled,0.9777211584411147,True,True,0.19850246574330446,0.13299426026812897,0.23243331743892884
14.181818181818182,118.18181818181816,6186.248050426683,460,rolled,7264.59113356465,500.0,rolled,1.0009958298690067,True,True,0.1743129396603471,0.1348833280741035,0.23313172765334828
14.181818181818182,129.0909090909091,8947.780102569574,500,rolled,16000.0,500.0,rolled,2.0,False,False,,,
14.181818181818182,140.0,12705.653958132376,620,rolled,16000.0,500.0,rolled,2.0,False,False,,,
15.0,20.0,2057.2483346770277,355,rolled,3087.3545370158913,500.0,rolled,1.0009939584475682,True,True,0.5007203967432461,0.1944930558533245,0.24690579089486106
15.0,30.909090909090907,2565.283454586496,355,rolled,3774.0948460709537,500.0,rolled,1.0009885945462513,True,True,0.47121942385088533,0.1807883352964634,0.23320523126888684
15.0,41.81818181818181,3234.6725939942403,355,rolled,4443.9712020892775,500.0,rolled,1.0009976006840051,True,True,0.3738550264222477,0.12280022709072484,0.25738994700207457
15.0,52.72727272727273,3765.638206814382,355,rolled,5081.961502703378,500.0,rolled,1.0009994886918268,True,True,0.3495618069486729,0.12299984997008513,0.24174252963606624
15.0,63.63636363636363,4414.262908667717,355,rolled,5718.69792351441,500.0,rolled,1.0009966011205238,True,True,0.2955046044686968,0.12228167196278468,0.23773260629147341
15.0,74.54545454545453,5055.036012019389,460,rolled,6303.16097486494,500.0,rolled,1.0009926958306194,True,True,0.24690723466220155,0.11840039556842699,0.23048912131324847
15.0,85.45454545454545,5678.659053486651,460,rolled,7067.50530856961,500.0,rolled,1.0009957358419173,True,True,0.24457292505177233,0.152599161176638,0.2604674635996898
15.0,96.36363636363636,6293.677091962863,460,rolled,7419.3455173003185,500.0,rolled,1.0009957332633637,True,True,0.17885703522587035,0.12429515404521757,0.22112312443810933
15.0,107.27272727272728,7396.103440982998,460,rolled,16000.0,500.0,rolled,2.0,False,False,,,
15.0,118.18181818181816,13338.283576315587,620,rolled,16000.0,500.0,rolled,2.0,False,False,,,
