arm,repair_mode,span_m,load_kNm,optimal,optimal_grade,optimal_type,achieved,gap,feasible,feasible_before,utilization,section_class,h,b,tf,tw,fy,section_type,grade_match,repaired,variant,scale,n_ec3_gen,n_ec3_repair,n_ec3,t_gen,t_repair,sec_per_design
e4_ppo_seed42,none,6.0,20.0,241.3288087904857,355,rolled,555.4332349151447,1.3015620791355864,True,True,0.2612455462086051,1,417.13914526812874,143.779280209854,16.368835699207953,8.18650795050394,355.0,rolled,1.0,False,original,,40,1,41,0.0778357982635498,9.870529174804688e-05,0.07793450355529785
e4_ppo_seed42,none,6.0,30.909090909090907,292.67799548197263,355,rolled,653.1690700416904,1.2316985906852091,True,True,0.3083813770768686,1,439.0920865651277,157.7054279152176,17.85320204891772,8.936383990953932,355.0,rolled,1.0,False,original,,40,1,41,0.041481733322143555,9.584426879882812e-05,0.04157757759094238
e4_ppo_seed42,none,6.0,41.81818181818181,342.2853688824266,355,rolled,612.6624179287994,0.7899170505860741,True,True,0.5082952704899296,1,402.37247948217794,158.9406951575508,15.048085016746924,10.421364490951666,355.0,rolled,1.0,False,original,,40,1,41,0.032705068588256836,9.465217590332031e-05,0.032799720764160156
e4_ppo_seed42,none,6.0,52.72727272727273,386.25765574493386,355,rolled,781.7074039324201,1.0237978258963556,True,True,0.411784449239979,1,461.65543731522916,165.16205311942167,20.183127483060073,10.412039906207148,355.0,rolled,1.0,False,original,,40,1,41,0.03228020668029785,0.00011563301086425781,0.03239583969116211
e4_ppo_seed42,none,6.0,63.63636363636363,431.68145507497405,355,rolled,852.5055054914604,0.9748485728751031,True,True,0.4171526621494803,1,477.1244283157526,185.9618016823299,20.03087101024041,10.535318894400207,355.0,rolled,1.0,False,original,,40,1,41,0.032301902770996094,9.441375732421875e-05,0.03239631652832031
e4_ppo_seed42,none,6.0,74.54545454545453,466.9500019446189,355,rolled,944.095079858588,1.0218333353183267,True,True,0.40778954127064493,1,488.068756712977,209.5499721297309,20.554879853806813,10.594012149800049,355.0,rolled,1.0,False,original,,40,1,41,0.03833198547363281,0.00013780593872070312,0.038469791412353516
e4_ppo_seed42,none,6.0,85.45454545454545,518.2473353887603,355,rolled,992.2840426993426,0.9146920301191444,True,True,0.40784496581585133,1,569.6795933459618,210.41402154180403,18.33246314199264,11.849997010934947,355.0,rolled,1.0,False,original,,40,1,41,0.03659987449645996,9.679794311523438e-05,0.036696672439575195
e4_ppo_seed42,none,6.0,96.36363636363636,549.7256874002802,355,rolled,1083.9776309344381,0.9718518813641409,True,True,0.5010491257471201,1,506.88390595064675,223.99759725016202,19.706235456679362,8.695537209595072,355.0,rolled,1.0,False,original,,40,1,41,0.033713579177856445,9.5367431640625e-05,0.03380894660949707
e4_ppo_seed42,none,6.0,107.27272727272728,586.6560772595034,355,rolled,1098.6462481062615,0.872726271307819,True,True,0.6193314245689612,1,474.4373543935706,163.30241659811256,24.9092893630285,17.426264604270838,355.0,rolled,1.0,False,original,,40,1,41,0.03350400924682617,9.34600830078125e-05,0.033597469329833984
e4_ppo_seed42,none,6.0,118.18181818181816,628.4217050081675,355,rolled,1205.6888730373119,0.9185983924944823,True,True,0.5259355038656675,1,516.1901858580563,245.62491659823115,20.4716625078912,9.014662160064688,355.0,rolled,1.0,False,original,,40,1,41,0.0336153507232666,0.00012159347534179688,0.0337369441986084
