arm,repair_mode,n,feasibility,gap_mean,gap_median,gap_sd,gap_p90,gap_p95,gap_worst,within_1pct,within_5pct,within_10pct,util_mean,class_mean,grade_match,repaired_frac,ec3_gen_per_design,ec3_repair_per_design,ec3_evals_per_design,sec_per_design,sec_per_design_sd
e5_ppo_s43_anneal_linear,none,142,0.9859154929577465,1.6303797599170993,1.4199288479970904,1.0458050762781967,2.957017222967885,3.3699835234332,5.725134944310124,0.0,0.007142857142857143,0.007142857142857143,0.5546922596252797,1.1408450704225352,0.11971830985915492,0.0,38.7887323943662,1.0,39.7887323943662,0.04424691536057163,0.011265001753075687
e5_ppo_s43_anneal_linear,scale+thin,142,0.9859154929577465,0.35529614013950833,0.30390849488492433,0.2613365095278148,0.729889284949251,0.9102954947975904,1.2484891819468964,0.014285714285714285,0.1357142857142857,0.16428571428571428,1.0011643523359761,2.323943661971831,0.11971830985915492,0.9859154929577465,38.7887323943662,70.36619718309859,109.15492957746478,0.05041008600046937,0.012602334250026477
