update,timesteps,violation_g1_util,violation_g2_class,violation_g3_geom,lambda_g1_util,lambda_g2_class,lambda_g3_geom
1,8192,2.211036271327896,0.041186823453529836,0.07692480622549192,11.05518135663948,0.20593411726764918,0.15384961245098383
2,16384,2.291795534699186,0.0183775496954982,0.04307481336364523,22.51415903013541,0.2978218657451402,0.2399992391782743
3,24576,2.048074990137724,0.013828565091543826,0.03718522237449223,32.75453398082403,0.36696469120285935,0.3143696839272587
4,32768,1.6958370750885756,0.016145772981782644,0.041643646690981556,41.2337193562669,0.4476935561117726,0.39765697730922184
5,40960,1.2542045519137561,0.02049603189906144,0.04282414850910207,47.50474211583568,0.5501737156070798,0.483305274327426
6,49152,0.9285822327411366,0.009476059263892719,0.026715291720265967,52.147653279541366,0.5975540119265434,0.536735857767958
7,57344,0.606227630971428,0.005741259763461081,0.016182745287198905,55.178791434398505,0.6262603107438488,0.5691013483423558
8,65536,0.5135670569032041,0.005010644475386761,0.0135498046875,57.74662671891453,0.6513135331207827,0.5962009577173558
9,73728,0.3193095779628011,0.003456236171943198,0.00994873046875,59.34317460872853,0.6685947139804986,0.6160984186548558
10,81920,0.3038909759306605,0.0013271124797940225,0.004287093368297326,60.862629488381835,0.6752302763794688,0.6246726053914504
11,90112,0.25102272178591734,0.0018715983114037564,0.005615234375,62.11774309731142,0.6845882679364875,0.6359030741414504
12,98304,0.20181259678295732,0.0008588787767412931,0.00311279296875,63.126806081226206,0.688882661820194,0.6421286600789504
13,106496,0.1923110174593646,0.0006150060643860918,0.00250244140625,64.08836116852304,0.6919576921421244,0.6471335428914504
14,114688,0.14775482390976566,0.00013986735130849549,0.00103759765625,64.82713528807186,0.6926570288986669,0.6492087382039504
15,122880,0.12265697404848787,0.0003879121904856479,0.00128173828125,65.4404201583143,0.6945965898510951,0.6517722147664504
16,131072,0.12998889434812877,0.0002496584651355289,0.000732421875,66.09036463005494,0.6958448821767728,0.6532370585164504
17,139264,0.12026453483688022,0.00021409183346430026,0.0010986328125,66.69168730423934,0.6969153413440943,0.6554343241414504
18,147456,0.09743988144810703,0.0002832719997222812,0.0010986328125,67.17888671147988,0.6983317013427057,0.6576315897664504
19,155648,0.10591767448659137,6.608181033715226e-05,0.00048828125,67.70847508391283,0.6986621103943915,0.6586081522664504
20,163840,0.08356394981940013,0.00018847436419219287,0.0006103515625,68.12629483300984,0.6996044822153525,0.6598288553914504
21,172032,0.0892229628036588,0.0001456087231658186,0.00042724609375,68.57240964702812,0.7003325258311817,0.6606833475789504
22,180224,0.0859044740262073,0.00012065946928530973,0.00030517578125,69.00193201715916,0.7009358231776082,0.6612936991414504
23,188416,0.06413135043549267,1.4817963246344047e-05,0.0001220703125,69.32258876933663,0.7010099129938399,0.6615378397664504
24,196608,0.06351858061009323,6.586144969318196e-05,0.00048828125,69.6401816723871,0.7013392202423058,0.6625144022664504
25,204800,0.058667243861263596,6.910715366133667e-05,0.0003662109375,69.93351789169341,0.7016847560106124,0.6632468241414504
26,212992,0.05661739002066201,2.4179973748857223e-05,0.00042724609375,70.21660484179672,0.7018056558793567,0.6641013163289504
27,221184,0.06348145116467888,1.2501933659299282e-05,0.000244140625,70.53401209762012,0.7018681655476532,0.6645895975789504
28,229376,0.057848930040728386,7.799598639356481e-05,0.00030517578125,70.82325674782376,0.7022581454796211,0.6651999491414504
29,237568,0.057956900085162986,0.00016891756460577463,0.00042724609375,71.11304124824957,0.7031027333026499,0.6660544413289504
30,245760,0.05377375844864365,5.975989926109356e-05,0.00054931640625,71.3819100404928,0.7034015327989555,0.6671530741414504
31,253952,0.05436959869873729,5.8337661920132496e-05,0.0003662109375,71.65375803398648,0.7036932211085561,0.6678854960164504
32,262144,0.0440678358091677,7.015131890071509e-06,0.00018310546875,71.87409721303231,0.7037282967680065,0.6682517069539504
33,270336,0.04468162853097994,7.314123592219534e-05,0.00030517578125,72.09750535568722,0.7040940029476175,0.6688620585164504
34,278528,0.05094086469980758,4.5687516395021834e-05,6.103515625e-05,72.35220967918626,0.7043224405295926,0.6689841288289504
35,286720,0.04438295408387981,6.357061920458899e-05,0.0003662109375,72.57412444960566,0.7046402936256155,0.6697165507039504
36,294912,0.04471578444232925,2.9865066424618586e-05,0.00030517578125,72.7977033718173,0.7047896189577386,0.6703269022664504
37,303104,0.04355670694709102,1.5358150344557073e-05,0.0001220703125,73.01548690655277,0.7048664097094614,0.6705710428914504
38,311296,0.04399017723860808,2.3078459625228663e-05,0.00030517578125,73.23543779274581,0.7049818020075875,0.6711813944539504
39,319488,0.040481744364211786,8.237804033615315e-05,0.0003662109375,73.43784651456687,0.7053936922092683,0.6719138163289504
40,327680,0.03729899480847617,0.0,0.0,73.62434148860925,0.7053936922092683,0.6719138163289504
41,335872,0.039356634824480916,5.238615999713885e-05,0.0003662109375,73.82112466273165,0.705655623009254,0.6726462382039504
42,344064,0.03806561660494304,4.0368244192361444e-05,6.103515625e-05,74.01145274575636,0.7058574642302158,0.6727683085164504
43,352256,0.035453999643203254,0.00011738677605353855,0.00030517578125,74.18872274397238,0.7064443981104834,0.6733786600789504
44,360448,0.03415733843432614,3.204844957432139e-05,0.0001220703125,74.35950943614401,0.706604640358355,0.6736228007039504
45,368640,0.03586968890066412,8.013367055006822e-05,0.00030517578125,74.53885788064733,0.7070053087111053,0.6742331522664504
46,376832,0.038579117373624586,4.822355912307969e-05,0.0001220703125,74.73175346751545,0.7072464265067208,0.6744772928914504
47,385024,0.03969846619065073,8.268031323158587e-05,0.00030517578125,74.9302457984687,0.7076598280728786,0.6750876444539504
48,393216,0.031395237858198186,3.6036729095367825e-05,0.00018310546875,75.08722198775969,0.7078400117183555,0.6754538553914504
49,401408,0.0378648038627102,7.703657902665578e-06,6.103515625e-05,75.27654600707324,0.7078785300078688,0.6755759257039504
50,409600,0.030880979220015266,7.866770423899536e-05,0.0003662109375,75.43095090317331,0.7082718685290638,0.6763083475789504
51,417792,0.03246051368271534,7.52534237219406e-05,0.000244140625,75.59325347158689,0.7086481356476735,0.6767966288289504
52,425984,0.040720966500061684,0.00015855052584173317,0.00042724609375,75.7968583040872,0.7094408882768821,0.6776511210164504
53,434176,0.03819093173153566,3.57439387736279e-05,0.00018310546875,75.98781296274487,0.7096196079707503,0.6780173319539504
54,442368,0.036891883243283546,0.00013310227316473485,0.000244140625,76.17227237896128,0.710285119336574,0.6785056132039504
55,450560,0.03368739405162796,6.16557898662498e-05,0.00054931640625,76.34070934921942,0.7105933982859053,0.6796042460164504
56,458752,0.04176337712499352,2.6149383227529947e-05,0.00030517578125,76.5495262348444,0.710724145202043,0.6802145975789504
57,466944,0.03590111335150717,5.471886480438762e-05,0.00018310546875,76.72903180160193,0.7109977395260649,0.6805808085164504
58,475136,0.03047652501533845,7.575652693235052e-05,0.00042724609375,76.88141442667863,0.7113765221607267,0.6814353007039504
59,483328,0.03832110979630063,5.232502548567475e-05,0.00018310546875,77.07301997566013,0.711638147288155,0.6818015116414504
60,491520,0.03456039627608956,6.621776231427486e-05,0.0003662109375,77.24582195704058,0.7119692360997264,0.6825339335164504
61,499712,0.036747870883340104,7.937433498333746e-05,0.00030517578125,77.42956131145728,0.712366107774643,0.6831442850789504
62,507904,0.04020271711933279,1.8043122142466256e-05,0.00018310546875,77.63057489705395,0.7124563233853554,0.6835104960164504
63,516096,0.03796110934967943,5.2510844618848464e-05,0.0003662109375,77.82038044380235,0.7127188776084497,0.6842429178914504
64,524288,0.03813245766666318,3.3636357312675244e-05,0.000244140625,78.01104273213566,0.7128870593950131,0.6847311991414504
65,532480,0.03508843551486314,2.1063878617726193e-05,0.00018310546875,78.18648490970997,0.7129923787881017,0.6850974100789504
66,540672,0.030669024450373422,1.7109845592769296e-05,0.00018310546875,78.33983003196184,0.7130779280160656,0.6854636210164504
67,548864,0.037168309883347114,7.339940998707736e-05,0.0003662109375,78.52567158137857,0.713444925066001,0.6861960428914504
68,557056,0.03340497804544253,4.146655701801498e-05,0.00048828125,78.69269647160579,0.7136522578510911,0.6871726053914504
69,565248,0.03314943577915873,1.0049885733816625e-05,0.0001220703125,78.85844365050158,0.7137025072797601,0.6874167460164504
70,573440,0.037885150362179,2.3065686500704465e-05,0.00030517578125,79.04786940231249,0.7138178357122636,0.6880270975789504
71,581632,0.04316601861829859,0.0001995118138188155,0.00079345703125,79.26369949540398,0.7148153947813577,0.6896140116414504
72,589824,0.03893403351857114,0.0,0.0,79.45836966299684,0.7148153947813577,0.6896140116414504
73,598016,0.041750146704511965,8.648111678486543e-06,0.000244140625,79.66712039651941,0.7148586353397501,0.6901022928914504
74,606208,0.0362412797820084,2.1498265122732175e-05,0.000244140625,79.84832679542944,0.7149661266653637,0.6905905741414504
75,614400,0.035086811595009954,3.7152023320240066e-05,0.00042724609375,80.0237608534045,0.715151886781965,0.6914450663289504
76,622592,0.03759115636125472,7.2433684112478095e-06,7.232653165183609e-05,80.21171663521076,0.7151881036240212,0.6915897193922541
77,630784,0.03982303771164418,5.166172448672961e-06,0.0001220703125,80.41083182376899,0.7152139344862646,0.6918338600172541
78,638976,0.042535198733963525,4.286303162147657e-05,0.00020140248709609373,80.6235078174388,0.715428249644372,0.6922366649914463
79,647168,0.03490299003921206,1.4522079752673237e-05,0.000244140625,80.79802276763486,0.7155008600431354,0.6927249462414463
80,655360,0.033890943172155796,9.957876784184974e-05,0.0006103515625,80.96747748349564,0.7159987538823447,0.6939456493664463
81,663552,0.03538950997465992,7.118763977652143e-05,0.00054931640625,81.14442503336895,0.7163546920812273,0.6950442821789463
82,671744,0.03145873561644889,4.8245229688429934e-05,0.0003662109375,81.30171871145119,0.7165959182296694,0.6957767040539463
83,679936,0.03697791066333906,2.4970600741543072e-05,0.00042724609375,81.48660826476788,0.7167207712333771,0.6966311962414463
84,688128,0.03454309542781109,5.822597070003201e-05,0.00067138671875,81.65932374190693,0.7170119010868772,0.6979739696789463
