label_set,N,model,topk,context_idx,span_m,load_kNm,gt_economy,mode,feasible,gap,n_dec,n_repair,n_total,region
0,208,knn,2,22,21.142857142857142,20.0,5513.290592155899,none,1,0.004793871070523759,11,0,11,span_extrapolation
0,208,knn,2,22,21.142857142857142,20.0,5513.290592155899,scale,1,0.004310973065458912,11,18,29,span_extrapolation
0,208,knn,2,22,21.142857142857142,20.0,5513.290592155899,scale+thin,1,0.004310973065458912,11,80,91,span_extrapolation
0,208,knn,3,22,21.142857142857142,20.0,5513.290592155899,none,1,0.004793871070523759,13,0,13,span_extrapolation
0,208,knn,3,22,21.142857142857142,20.0,5513.290592155899,scale,1,0.004310973065458912,13,18,31,span_extrapolation
0,208,knn,3,22,21.142857142857142,20.0,5513.290592155899,scale+thin,1,0.004310973065458912,13,80,93,span_extrapolation
0,208,knn,1,23,21.142857142857142,37.14285714285714,9160.10981105924,none,0,,10,0,10,span_extrapolation
0,208,knn,1,23,21.142857142857142,37.14285714285714,9160.10981105924,scale,0,,10,9,19,span_extrapolation
0,208,knn,1,23,21.142857142857142,37.14285714285714,9160.10981105924,scale+thin,0,,10,33,43,span_extrapolation
0,208,knn,2,23,21.142857142857142,37.14285714285714,9160.10981105924,none,1,-5.165785219385377e-05,20,0,20,span_extrapolation
0,208,knn,2,23,21.142857142857142,37.14285714285714,9160.10981105924,scale,1,-0.0003262830087584767,20,18,38,span_extrapolation
0,208,knn,2,23,21.142857142857142,37.14285714285714,9160.10981105924,scale+thin,1,-0.0003262830087584767,20,71,91,span_extrapolation
0,208,knn,3,23,21.142857142857142,37.14285714285714,9160.10981105924,none,1,-5.165785219385377e-05,30,0,30,span_extrapolation
0,208,knn,3,23,21.142857142857142,37.14285714285714,9160.10981105924,scale,1,-0.0003262830087584767,30,18,48,span_extrapolation
0,208,knn,3,23,21.142857142857142,37.14285714285714,9160.10981105924,scale+thin,1,-0.0003262830087584767,30,71,101,span_extrapolation
0,208,knn,1,24,22.0,20.0,6287.717386669555,none,1,-0.0010216277560393117,9,0,9,span_extrapolation
0,208,knn,1,24,22.0,20.0,6287.717386669555,scale,1,-0.0012274003620417195,9,18,27,span_extrapolation
0,208,knn,1,24,22.0,20.0,6287.717386669555,scale+thin,1,-0.0012274003620417195,9,83,92,span_extrapolation
0,208,knn,2,24,22.0,20.0,6287.717386669555,none,1,-0.0010216277560393117,15,0,15,span_extrapolation
0,208,knn,2,24,22.0,20.0,6287.717386669555,scale,1,-0.0012274003620417195,15,18,33,span_extrapolation
0,208,knn,2,24,22.0,20.0,6287.717386669555,scale+thin,1,-0.0012274003620417195,15,83,98,span_extrapolation
0,208,knn,3,24,22.0,20.0,6287.717386669555,none,1,-0.0010216277560393117,20,0,20,span_extrapolation
0,208,knn,3,24,22.0,20.0,6287.717386669555,scale,1,-0.0012274003620417195,20,18,38,span_extrapolation
