method,space,mode,gen_budget,n_runs,n_contexts,n_seeds,feasibility_rate,gap_mean,gap_median,gap_p90,gap_worst,seedmean_sd,frac_gap_le_2pct,frac_gap_le_5pct,mean_n_gen,mean_n_repair,mean_n_total,max_n_total,region
ppo_ood_span,policy,none,40,130,26,1,0.8538461538461538,0.27711848878597095,0.2096801911705799,0.4952890069873739,1.6207276018304482,,0.03076923076923077,0.06153846153846154,30.515384615384615,1.0,31.515384615384615,41,span_extrapolation
ppo_ood_span,policy,scale,40,130,26,1,0.9230769230769231,0.19441211581703985,0.14148871637191385,0.30907262881540826,1.4113756851543569,,0.06153846153846154,0.12307692307692308,30.515384615384615,17.50769230769231,48.02307692307692,63,span_extrapolation
ppo_ood_span,policy,scale+thin,40,130,26,1,0.9230769230769231,0.121085186305634,0.05164328684521946,0.21011993629838352,1.0434663752118847,,0.27692307692307694,0.46153846153846156,30.515384615384615,73.44615384615385,103.96153846153847,131,span_extrapolation
