arm,repair_mode,n,feasibility,gap_mean,gap_median,gap_sd,gap_p90,gap_p95,gap_worst,within_1pct,within_5pct,within_10pct,util_mean,class_mean,grade_match,repaired_frac,ec3_gen_per_design,ec3_repair_per_design,ec3_evals_per_design,sec_per_design,sec_per_design_sd
gated_cost_merged_seed42,none,26,0.9230769230769231,0.33786813822182404,0.2434673945549906,0.3320046386037776,0.5935427489504527,0.6209725562090738,1.6207276018304482,0.041666666666666664,0.125,0.125,0.8699216980351392,1.0384615384615385,0.8076923076923077,0.0,33.84615384615385,1.0,34.84615384615385,0.037613089268024154,0.018596220566940495
gated_cost_merged_seed42,scale,26,0.9230769230769231,0.2122629996419542,0.1363078311258183,0.27742001465520627,0.37258992982094585,0.39027592338845285,1.4113756851543566,0.041666666666666664,0.20833333333333334,0.25,1.0147736438580308,1.0384615384615385,0.8076923076923077,0.9230769230769231,33.84615384615385,17.307692307692307,51.15384615384615,0.03873146497286283,0.0186257986008293
gated_cost_merged_seed42,scale+thin,26,0.9230769230769231,0.09840551653199352,0.04579946717175597,0.20817574826052154,0.15202286278454696,0.20612835535393687,1.0434663752118847,0.16666666666666666,0.5416666666666666,0.8333333333333334,1.0144214860172112,1.2307692307692308,0.8076923076923077,0.9230769230769231,33.84615384615385,71.61538461538461,105.46153846153847,0.04271311026353102,0.01892201527172272
gated_cost_merged_seed43,none,26,0.8461538461538461,0.21495827480604476,0.16456006488119795,0.1876630927145079,0.33891391279992406,0.4825312217309269,0.8980117036029087,0.045454545454545456,0.09090909090909091,0.18181818181818182,0.9519161554129391,1.7307692307692308,0.8076923076923077,0.0,27.115384615384617,1.0,28.115384615384617,0.028546360822824333,0.013527850214131462
gated_cost_merged_seed43,scale,26,0.9230769230769231,0.15669072294107872,0.12332966334925607,0.167063209888579,0.20580541509082073,0.42550443526268056,0.8189770110263463,0.041666666666666664,0.125,0.3333333333333333,1.0155188442171086,1.6923076923076923,0.8076923076923077,0.9230769230769231,27.115384615384617,17.53846153846154,44.65384615384615,0.0295792267872737,0.013489545439798807
gated_cost_merged_seed43,scale+thin,26,0.9230769230769231,0.10250188852807285,0.04399128997192622,0.18322599943907225,0.20075598473440265,0.42506337500394525,0.8189770110263463,0.3333333333333333,0.5833333333333334,0.75,1.015527972276718,1.5,0.8076923076923077,0.9230769230769231,27.115384615384617,73.5,100.61538461538461,0.03334346184363732,0.013452556479746521
gated_cost_merged_seed44,none,26,0.8076923076923077,0.28232722040813846,0.21025021151319406,0.2144242648228313,0.4524474468402445,0.718716124274468,0.9578378246814161,0.0,0.0,0.09523809523809523,0.9642036717727088,2.230769230769231,0.6538461538461539,0.0,29.615384615384617,1.0,30.615384615384617,0.0387035608291626,0.017892178190509797
gated_cost_merged_seed44,scale,26,0.9230769230769231,0.2149377767709518,0.16629308341379626,0.19970786979938446,0.28090530091742755,0.630313684927348,0.9155225951493484,0.041666666666666664,0.08333333333333333,0.20833333333333334,1.015904680552969,2.1153846153846154,0.6538461538461539,0.9230769230769231,29.615384615384617,17.73076923076923,47.34615384615385,0.04012759832235483,0.017968072183672072
gated_cost_merged_seed44,scale+thin,26,0.9230769230769231,0.15663673284440316,0.11745900503888837,0.21565365242245577,0.24151839148736257,0.6256146262758117,0.9155225951493484,0.16666666666666666,0.3333333333333333,0.4583333333333333,1.01591794728858,1.8461538461538463,0.6538461538461539,0.9230769230769231,29.615384615384617,75.73076923076923,105.34615384615384,0.045579103323129505,0.018879208328201714
gated_cost_merged_seed45,none,26,0.7692307692307693,0.28598343202047105,0.2401554162976364,0.20380607093118985,0.47314609533280605,0.6024640068289637,0.8945446222599848,0.0,0.05,0.1,0.9497524469840309,2.1538461538461537,0.7692307692307693,0.0,30.346153846153847,1.0,31.346153846153847,0.049601930838364824,0.024828286760209126
