span_m,load_kNm,grade,section_type,h,b,tf,tw,util,mass,cost,co2,governing,demand_proxy
6.0,20.0,355,rolled,250.11605146522837,125.47865021305653,8.000000001533492,6.0,1.0009999999168862,168.7580023099868,241.32394330328117,433.2017919297361,GA_cost,120.0
6.818181818181818,20.0,355,rolled,265.40544242776167,145.55065613906157,8.499925697406155,6.0065835828256855,1.0009999966396097,222.9076487182779,318.7579376671374,572.2039342598192,GA_cost,136.36363636363637
7.636363636363637,20.0,355,rolled,322.1765751740906,170.14431932362487,8.002036005710524,6.0,1.0009999999099022,287.0211625861926,410.4402624982554,736.7833243587563,GA_cost,152.72727272727275
8.454545454545455,20.0,355,rolled,363.3876485184336,185.5772664670198,8.000029219968493,6.000001774385507,1.00099924270213,352.1662927796868,503.5977986749521,904.010873565456,GA_cost,169.0909090909091
9.272727272727272,20.0,355,rolled,387.1872391685124,198.867428229926,8.643930552224955,6.003108572740386,1.000996126025386,432.4846776390122,618.4530890237875,1110.1881674993444,GA_cost,185.45454545454544
6.0,30.909090909090907,355,rolled,288.4877152662101,145.34119790131402,8.664552898692595,6.000001333388901,1.000996012726102,205.01990684379967,293.1784667866335,526.2861008680337,GA_cost,185.45454545454544
10.09090909090909,20.0,355,rolled,411.18159762599777,214.2834001969521,9.072314105166218,6.0000471976391765,1.000999836812612,519.5344880065843,742.9343178494156,1333.6450307129016,GA_cost,201.8181818181818
6.818181818181818,30.909090909090907,355,rolled,346.3539921675247,180.36857976207955,8.000068572189761,6.0,1.0009992444076132,273.57860515976296,391.217405378461,702.2762794451115,GA_cost,210.74380165289256
10.90909090909091,20.0,355,rolled,437.141430894504,220.82787256319295,10.072511463171663,6.000097145773553,1.0009989159516763,624.985450574465,893.7291943214849,1604.3376516246517,GA_cost,218.1818181818182
11.727272727272728,20.0,355,rolled,447.5375390314037,234.5220732079478,10.919927915888303,6.000000031792683,1.0005949136173078,741.9889172069136,1061.0441516058863,1904.6855504701475,GA_cost,234.54545454545456
7.636363636363637,30.909090909090907,355,rolled,459.597465675358,184.8241181848391,8.000011114021746,6.000023591467758,1.0009984028407244,353.6616597291119,505.73617341263,907.84948052463,GA_cost,236.03305785123965
6.0,41.81818181818181,355,rolled,395.4363648765466,147.1101429240259,8.740630742089067,6.000028784051295,1.000998282653467,239.33313899885005,342.2463887683556,614.3681678100481,GA_cost,250.90909090909088
12.545454545454549,20.0,355,rolled,488.50082964488814,248.3005343845714,10.869008758944076,6.001861545334075,1.0009999941401206,847.8257868563019,1212.3908752045115,2176.3687948601264,GA_cost,250.90909090909096
8.454545454545455,30.909090909090907,355,rolled,546.8345787633059,190.28112182908035,8.266652112405055,6.004007785571742,1.000760369409541,441.1097550350656,630.7869497001437,1132.328741175013,GA_cost,261.3223140495868
13.363636363636363,20.0,355,rolled,510.4565669746856,257.85289633323566,11.642084030393658,6.025531576137514,1.0009841456651818,984.6687857983457,1408.076363691634,2527.644773144353,GA_cost,267.27272727272725
14.181818181818182,20.0,355,rolled,540.9947769677933,271.84458477626214,11.827569385464146,6.001165749860054,1.000483456230639,1114.5997939565934,1593.8777053579288,2861.177671086575,GA_cost,283.6363636363636
6.818181818181818,41.81818181818181,355,rolled,463.0675831541183,185.3548344520022,8.000000693725932,6.0,1.0009999607350022,317.41585188771654,453.9046681994346,814.8064917957684,GA_cost,285.12396694214874
9.272727272727272,30.909090909090907,355,rolled,438.0984550618488,228.21598455833092,9.761517380871007,6.000000240132231,1.000970058350168,532.4849557822462,761.4534867686122,1366.8888814930258,GA_cost,286.6115702479338
15.0,20.0,355,rolled,551.1549939362203,284.8718872983996,12.555389833404272,6.000033731207735,1.0009994501773225,1274.657896036164,1822.7607913317145,3272.0468191248324,GA_cost,300.0
10.09090909090909,30.909090909090907,355,rolled,471.96885394678384,241.80472469025904,10.27829660537403,6.040871071641891,1.0006541531482267,640.2430166635377,915.5475138288588,1643.5038237753013,GA_cost,311.9008264462809
6.0,52.72727272727273,355,rolled,423.5489846227168,157.10200673233555,9.437667010935716,6.000002920343435,0.9954236450487924,266.73039611231815,381.4244664406149,684.6969268203206,GA_cost,316.3636363636364
7.636363636363637,41.81818181818181,355,rolled,525.7424082656706,197.52054275734443,8.49746833267108,6.004628988467146,1.00088778405913,403.5691876814358,577.103938384453,1035.9621047782457,GA_cost,319.3388429752066
10.90909090909091,30.909090909090907,355,rolled,497.1123394553756,256.0116530769717,10.971827758231107,6.000018837353429,1.0009999970095784,761.5038258887439,1088.9504710209037,1954.7803210564052,GA_cost,337.1900826446281
8.454545454545455,41.81818181818181,355,rolled,577.0911447510069,211.65045595620504,9.084838559248146,6.00002293273768,1.0008534669716689,501.6850620673885,717.4096387563654,1287.8255543269863,GA_cost,353.55371900826447
6.818181818181818,52.72727272727273,355,rolled,542.4114656657792,189.88287121269136,8.097373265659034,6.000006376549479,1.0009999599963837,350.25428329569183,500.8636251128394,899.1027452200409,GA_cost,359.504132231405
11.727272727272728,30.909090909090907,355,rolled,517.8882500950987,268.3841208518365,11.863313956979871,6.000073141968288,1.000971122023507,902.1329557748622,1290.0501267580532,2315.775297474071,GA_cost,362.4793388429752
6.0,63.63636363636363,355,rolled,420.6024064508294,173.23245248592693,10.211370408193924,6.000252989463326,1.0009619042760391,293.71624756897177,420.0142340236296,753.9696075095505,GA_cost,381.8181818181818
9.272727272727272,41.81818181818181,355,rolled,599.2538617722723,229.2575406321819,10.00230545275635,6.002327882432868,1.000999995506785,616.2627161502741,881.2556840948919,1581.9463923577534,GA_cost,387.7685950413222
12.545454545454549,30.909090909090907,355,rolled,556.8877444634908,282.8486256111704,12.05486352477193,6.000004896611047,1.0009345526362905,1035.721224371092,1481.0813508506612,2658.6963829605925,GA_cost,387.7685950413224
7.636363636363637,52.72727272727273,355,rolled,617.6096008696179,201.886766575186,8.596311487327714,6.0,1.000995356732734,445.2231738784277,636.6691386461515,1142.887887345924,GA_cost,402.6446280991736
13.363636363636363,30.909090909090907,355,rolled,574.2835672599672,297.1687931612213,12.813215853700044,6.022946028977672,1.0009623480273664,1202.8253953475544,1720.040315347003,3087.652789857172,GA_cost,413.0578512396694
10.09090909090909,41.81818181818181,355,rolled,524.8496615840146,262.52769500237366,11.22992946652751,6.000003910182022,1.0009999999104011,741.1393822175868,1059.829316571149,1902.504794152545,GA_cost,421.9834710743801
6.818181818181818,63.63636363636363,355,rolled,574.8261075495373,198.16747242824775,8.799507735200663,6.000594035315763,0.998997103917746,383.9082611864102,548.9888134965665,985.4925064655148,GA_cost,433.88429752066116
14.181818181818182,30.909090909090907,355,rolled,591.6856261040824,299.98976998255074,14.395036238918747,6.0,1.000996972594817,1404.3719000119909,2008.2518170171472,3605.02266733078,GA_cost,438.3471074380165
8.454545454545455,52.72727272727273,355,rolled,577.7390982576754,236.10063166573624,10.03168862147963,6.0020014312231735,1.0009943545581024,563.3566111165701,805.5999538966952,1446.136420736235,GA_cost,445.7851239669422
6.0,74.54545454545453,355,rolled,568.0086626091173,187.91661471935493,8.000001091111505,6.000002016163906,1.000997836146796,312.4922640243548,446.8639375548273,802.1676417505187,GA_cost,447.2727272727272
10.90909090909091,41.81818181818181,355,rolled,548.6073297131396,276.19654848608803,12.196310175894608,6.001487857737458,1.0004831683388409,888.6816910873595,1270.814818254924,2281.245901021252,GA_cost,456.198347107438
15.0,30.909090909090907,355,rolled,598.691595116589,299.72917732826943,16.62922700044797,6.000011115612487,1.0009998999176857,1651.9372282589168,2362.270236410251,4240.522864940638,GA_cost,463.6363636363636
7.636363636363637,63.63636363636363,355,rolled,621.81369380726,220.0212216175713,9.348346022474416,6.000004286331179,1.000998781060027,486.6966839137353,695.9762579966414,1249.3503876065583,GA_cost,485.9504132231405
9.272727272727272,52.72727272727273,355,rolled,608.9369524384269,254.37444166202877,10.874977717137472,6.003656621365675,1.0009675163235623,692.2995573288919,989.9883669803154,1777.1329636632652,GA_cost,488.9256198347107
11.727272727272728,41.81818181818181,355,rolled,581.2399768774209,294.29767046873985,12.554144753851464,6.00375610145159,1.0009999893505757,1037.0088012978238,1482.922585855888,2662.001592931513,GA_cost,490.41322314049586
6.818181818181818,74.54545454545453,355,rolled,619.9692750395584,203.20590984888747,9.18051466316163,6.0000055470954425,1.0009928799102503,412.5402617288244,589.9325742722189,1058.9908518578925,GA_cost,508.2644628099173
6.0,85.45454545454545,355,rolled,608.9506847270294,189.5227660319929,8.436093436941388,6.000072266607512,1.0009999457458263,333.8300183700286,477.37692626914094,856.9416571558635,GA_cost,512.7272727272727
12.545454545454549,41.81818181818181,355,rolled,589.6421592793602,298.4473854008976,14.566830050415708,6.00013008906627,0.998244062024813,1246.8672725099862,1783.0201996892802,3200.7082885331342,GA_cost,524.6280991735538
10.09090909090909,52.72727272727273,355,rolled,671.9547328230115,262.70578097624417,11.451413392159669,6.444966596167722,1.0001254887448512,848.3633111687122,1213.1595349712586,2177.748619770084,GA_cost,532.0661157024792
8.454545454545455,63.63636363636363,355,rolled,622.460797860588,241.38154307264907,10.94913457700928,6.000013976675352,1.0009983335572803,619.4595467090721,885.8271517939731,1590.152656402188,GA_cost,538.0165289256198
13.363636363636363,41.81818181818181,460,rolled,573.7493678841684,298.63541678770144,14.70227065173597,6.1260068497260685,0.9955222541427186,1334.563365249072,2138.6377928116376,3137.558471700568,GA_cost,558.8429752066115
