context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,mode,n_gen,n_repair,n_total,feasible,best_economy,gap
2,6.0,181.428571,809.0128740060688,ppo_ood_load,policy,40,0,scale,40,18,58,1,895.6162585037796,0.10704821552328103
3,6.0,197.142857,854.6554477993761,ppo_ood_load,policy,40,0,scale,40,18,58,1,886.9436813037688,0.03777924026288093
4,6.0,212.857143,895.7569021904145,ppo_ood_load,policy,40,0,scale,40,18,58,1,934.5933991453434,0.0433560677678968
5,6.0,228.571429,927.0052988628717,ppo_ood_load,policy,40,0,scale,40,18,58,1,958.6268748487314,0.034111537468716646
6,6.0,244.285714,968.4098952439792,ppo_ood_load,policy,40,0,scale,40,18,58,1,1003.770408864046,0.036513994532406224
7,6.0,260.0,1013.7382545756694,ppo_ood_load,policy,40,0,scale,40,18,58,1,1052.882851144968,0.03861410614881433
8,7.285714,150.0,1153.3708205133214,ppo_ood_load,policy,40,0,scale,40,18,58,1,1177.640636005016,0.021042508671142768
9,7.285714,165.714286,1218.9044722408655,ppo_ood_load,policy,40,0,scale,40,18,58,1,1321.0494745266635,0.0838006624899914
10,7.285714,181.428571,1289.0609260869776,ppo_ood_load,policy,40,0,scale,40,18,58,1,1331.4491095801973,0.032882994616780126
11,7.285714,197.142857,1353.7155222893743,ppo_ood_load,policy,40,0,scale,40,18,58,1,1407.8602368157235,0.03999711433815922
12,7.285714,212.857143,1426.808505633445,ppo_ood_load,policy,40,0,scale,40,18,58,1,1473.1451593578174,0.03247573415873406
13,7.285714,228.571429,1481.0244610123186,ppo_ood_load,policy,40,0,scale,40,18,58,1,1536.8756832104664,0.03771120846982634
14,7.285714,244.285714,1543.6092503419804,ppo_ood_load,policy,40,0,scale,40,18,58,1,1611.3655327897943,0.04389471132853262
15,7.285714,260.0,1618.4847454305025,ppo_ood_load,policy,40,0,scale,40,18,58,1,1702.2492540799617,0.05175489536491029
16,8.571429,150.0,1686.3433188884542,ppo_ood_load,policy,40,0,scale,40,18,58,1,1739.8183648425825,0.031710651891084796
