context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,n_gen,n_gen_sizing,mode,feasible,best_economy,gap,n_repair,n_total,wall_s
0,6.0,150.0,718.2839060185494,ga,reparam,10,0,10,7,none,1,962.764788179028,0.34036803569167673,0,10,0.010672688000340713
0,6.0,150.0,718.2839060185494,ga,reparam,10,0,10,7,scale,1,961.2889464055575,0.33831335820119657,18,28,0.006743993000782211
0,6.0,150.0,718.2839060185494,ga,reparam,10,0,10,7,scale+thin,1,760.6122255041505,0.058929789642966135,78,88,0.034588921000249684
0,6.0,150.0,718.2839060185494,ga,reparam,10,1,10,8,none,1,1401.852561743529,0.951669179828911,0,10,0.006236434999664198
0,6.0,150.0,718.2839060185494,ga,reparam,10,1,10,8,scale,1,1400.058768174776,0.9491718475711193,18,28,0.006290375999014941
0,6.0,150.0,718.2839060185494,ga,reparam,10,1,10,8,scale+thin,1,1194.6667796782442,0.6632236496851045,75,85,0.029488445001334185
0,6.0,150.0,718.2839060185494,ga,reparam,10,2,10,8,none,1,1048.1156946352357,0.45919417914421246,0,10,0.006360797999150236
0,6.0,150.0,718.2839060185494,ga,reparam,10,2,10,8,scale,1,1046.4371047411962,0.4568572342677164,18,28,0.00624688999960199
0,6.0,150.0,718.2839060185494,ga,reparam,10,2,10,8,scale+thin,1,973.5159904622203,0.3553359365357682,72,82,0.023408932998790988
0,6.0,150.0,718.2839060185494,ga,reparam,10,3,10,7,none,1,1120.6015800242294,0.560109548097393,0,10,0.0041455339996900875
0,6.0,150.0,718.2839060185494,ga,reparam,10,3,10,7,scale,1,1119.0853659843501,0.5579986640483774,18,28,0.004106603000764153
0,6.0,150.0,718.2839060185494,ga,reparam,10,3,10,7,scale+thin,1,881.9064524938636,0.22779648145296028,76,86,0.019311609999931534
0,6.0,150.0,718.2839060185494,ga,reparam,10,4,10,6,none,1,1216.8607629178218,0.6941222721568217,0,10,0.004085075001057703
0,6.0,150.0,718.2839060185494,ga,reparam,10,4,10,6,scale,1,1215.132057179189,0.691715555642435,18,28,0.004129349999857368
0,6.0,150.0,718.2839060185494,ga,reparam,10,4,10,6,scale+thin,1,1059.348884252688,0.47483310620818897,79,89,0.019964314000390004
0,6.0,150.0,718.2839060185494,ga,reparam,25,0,25,19,none,1,1034.0100375658253,0.43955618231424287,0,25,0.008571405998736736
0,6.0,150.0,718.2839060185494,ga,reparam,25,0,25,19,scale,1,1032.3540383204388,0.43725068830064906,18,43,0.004202417998385499
0,6.0,150.0,718.2839060185494,ga,reparam,25,0,25,19,scale+thin,1,935.6470960915183,0.3026145904866697,73,98,0.020882999000605196
0,6.0,150.0,718.2839060185494,ga,reparam,25,1,25,19,none,1,743.7839478458093,0.03550134092326629,0,25,0.014571765999789932
0,6.0,150.0,718.2839060185494,ga,reparam,25,1,25,19,scale,1,742.6948195752589,0.033985048742104285,18,43,0.004191893998722662
0,6.0,150.0,718.2839060185494,ga,reparam,25,1,25,19,scale+thin,1,732.6064414535955,0.019939936444401285,74,99,0.019157295999320922
0,6.0,150.0,718.2839060185494,ga,reparam,25,2,25,19,none,1,808.0216447648924,0.12493352279568626,0,25,0.008461241999611957
0,6.0,150.0,718.2839060185494,ga,reparam,25,2,25,19,scale,1,807.3005339613765,0.12392958716873759,18,43,0.004211064999253722
0,6.0,150.0,718.2839060185494,ga,reparam,25,2,25,19,scale+thin,1,759.9110549495033,0.057953614973351275,74,99,0.019146160000673262
0,6.0,150.0,718.2839060185494,ga,reparam,25,3,25,19,none,1,1062.0317626267931,0.47856822870171145,0,25,0.008422408000114956
0,6.0,150.0,718.2839060185494,ga,reparam,25,3,25,19,scale,1,1060.7195374070839,0.47674133934958474,18,43,0.0042983399998774985
0,6.0,150.0,718.2839060185494,ga,reparam,25,3,25,19,scale+thin,1,921.561182097044,0.2830040801070728,75,100,0.019893874999979744
0,6.0,150.0,718.2839060185494,ga,reparam,25,4,25,20,none,1,812.3979797000777,0.13102628764606883,0,25,0.010416140999950585
0,6.0,150.0,718.2839060185494,ga,reparam,25,4,25,20,scale,1,811.1526382731315,0.12929251438940614,18,43,0.004147648000071058
0,6.0,150.0,718.2839060185494,ga,reparam,25,4,25,20,scale+thin,1,788.7040845379112,0.09803947704982163,73,98,0.016953211999862106
0,6.0,150.0,718.2839060185494,ga,reparam,40,0,40,31,none,1,1025.1262755778075,0.4271881452280988,0,40,0.01543805599976622
0,6.0,150.0,718.2839060185494,ga,reparam,40,0,40,31,scale,1,1009.1634862887146,0.40496463561673246,18,58,0.004136057999858167
0,6.0,150.0,718.2839060185494,ga,reparam,40,0,40,31,scale+thin,1,849.2364365658418,0.18231305121837238,73,113,0.016539535999982036
0,6.0,150.0,718.2839060185494,ga,reparam,40,1,40,31,none,1,1362.7366876295475,0.8972117796474135,0,40,0.0152242109998042
0,6.0,150.0,718.2839060185494,ga,reparam,40,1,40,31,scale,1,1360.8139387940614,0.8945349149433943,18,58,0.0041411499987589195
0,6.0,150.0,718.2839060185494,ga,reparam,40,1,40,31,scale+thin,1,1151.6144490874974,0.6032858865944819,54,94,0.012357470001006732
0,6.0,150.0,718.2839060185494,ga,reparam,40,2,40,30,none,1,792.8068794614204,0.10375141753621087,0,40,0.018747280999377836
0,6.0,150.0,718.2839060185494,ga,reparam,40,2,40,30,scale,1,791.5190433089372,0.1019584828182083,18,58,0.004156336999585619
0,6.0,150.0,718.2839060185494,ga,reparam,40,2,40,30,scale+thin,1,732.1044150671135,0.01924101171244552,75,115,0.01964275499994983
0,6.0,150.0,718.2839060185494,ga,reparam,40,3,40,29,none,1,827.6921816906398,0.15231898523042364,0,40,0.016278659999443335
