method,space,mode,gen_budget,n_runs,n_contexts,n_seeds,feasibility_rate,gap_mean,gap_median,gap_p90,gap_worst,seedmean_sd,frac_gap_le_2pct,frac_gap_le_5pct,mean_n_gen,mean_n_repair,mean_n_total,max_n_total,region
ppo_ood_load,policy,none,40,235,47,1,1.0,0.33758382035611467,0.27286219372262255,0.6643895916989431,1.4173331721602778,,0.02127659574468085,0.02127659574468085,37.98723404255319,1.0,38.98723404255319,41,load_extrapolation
ppo_ood_load,policy,scale,40,235,47,1,1.0,0.2151777488359672,0.1452767685376899,0.4872178825316707,1.1343453329962605,,0.10638297872340426,0.2297872340425532,37.98723404255319,18.0,55.98723404255319,58,load_extrapolation
ppo_ood_load,policy,scale+thin,40,235,47,1,1.0,0.1245049298141915,0.0384002093073057,0.4007542329915963,0.8781176097508232,,0.33617021276595743,0.5574468085106383,37.98723404255319,75.85106382978724,113.83829787234042,125,load_extrapolation
