method,space,mode,gen_budget,n_runs,n_contexts,n_seeds,feasibility_rate,gap_mean,gap_median,gap_p90,gap_worst,seedmean_sd,frac_gap_le_2pct,frac_gap_le_5pct,mean_n_gen,mean_n_repair,mean_n_total,max_n_total
de,reparam,scale+thin,25,710,142,5,0.9788732394366197,0.24810509606287995,0.2006763924831422,0.47117144655388166,1.3602012013259492,0.01445326777026796,0.04788732394366197,0.1056338028169014,25.0,68.54929577464789,93.54929577464789,111
de,reparam,scale+thin,40,710,142,5,0.9887323943661972,0.21178177449607238,0.17831684635772627,0.41592323907810463,1.3602009158632962,0.014045596385020787,0.07464788732394366,0.15774647887323945,40.0,68.25211267605634,108.25211267605634,126
de,reparam,scale+thin,100,710,142,5,1.0,0.1342259765326683,0.1096771711503249,0.26651266535896884,0.974852306817894,0.00882688741157635,0.13802816901408452,0.2633802816901408,100.0,67.54507042253522,167.54507042253522,185
de,reparam,scale+thin,400,710,142,5,1.0,0.04922970016403321,0.030806873567658148,0.11564168273117416,0.4672391584844402,0.0027444930565749337,0.3492957746478873,0.643661971830986,400.0,68.6281690140845,468.6281690140845,485
de,reparam,scale+thin,1600,710,142,5,1.0,0.01129208893997387,0.00637098142840535,0.03932502720118015,0.2280989445982237,0.0007795955947302311,0.719718309859155,0.952112676056338,1600.0,66.08591549295775,1666.0859154929578,1685
ga,reparam,scale+thin,10,710,142,5,0.9577464788732394,0.4210506137716992,0.3472701718190361,0.8687491020790734,1.6088856593575538,0.01614007643282893,0.029577464788732393,0.05211267605633803,10.0,68.2394366197183,78.2394366197183,98
ga,reparam,scale+thin,25,710,142,5,0.9802816901408451,0.29032009462860864,0.23201377035686466,0.5848584474158361,1.3751694348908543,0.011978303141270496,0.04366197183098591,0.08028169014084507,25.0,67.59577464788732,92.59577464788732,111
ga,reparam,scale+thin,40,710,142,5,0.9915492957746479,0.23630919145281473,0.19985238293376914,0.4846948079758126,1.4265642563113063,0.02077407565467886,0.06056338028169014,0.13661971830985917,40.0,67.4112676056338,107.4112676056338,126
ga,reparam,scale+thin,100,710,142,5,0.9943661971830986,0.16128334299140315,0.12777092310927354,0.31430554768329994,1.3101419347317842,0.005379413838883021,0.11830985915492957,0.2267605633802817,100.0,66.27464788732394,166.27464788732394,187
ga,reparam,scale+thin,400,710,142,5,1.0,0.06332586433312085,0.03728553645704365,0.14736212427182355,0.7872846098361219,0.005271232256292331,0.3647887323943662,0.5591549295774648,400.0,63.43802816901408,463.4380281690141,486
ga,reparam,scale+thin,1600,710,142,5,1.0,0.013091427213233055,0.00077570549047705,0.06485198750770965,0.3763971463805726,0.0028716358652053965,0.7690140845070422,0.8633802816901408,1600.0,59.00704225352113,1659.0070422535211,1686
rand,reparam,scale+thin,10,710,142,5,0.952112676056338,0.4011952284173463,0.3348139475681505,0.8108240486701599,2.049582388164405,0.02938105508034447,0.028169014084507043,0.0676056338028169,10.0,68.34929577464789,78.34929577464789,96
rand,reparam,scale+thin,25,710,142,5,0.9873239436619718,0.2707821923279731,0.2318455387805971,0.5154518992146842,1.4016386953144375,0.01831659119814915,0.054929577464788736,0.10422535211267606,25.0,69.21126760563381,94.21126760563381,113
rand,reparam,scale+thin,40,710,142,5,0.9873239436619718,0.21998600905676272,0.1899222285506769,0.4165977812318369,1.3751694348910783,0.01166573322374758,0.061971830985915494,0.14225352112676057,40.0,67.3774647887324,107.3774647887324,126
rand,reparam,scale+thin,100,710,142,5,0.9971830985915493,0.15044117334953427,0.12551697211548352,0.2878512176999732,1.0016674769481808,0.0066026128373882055,0.12535211267605634,0.24507042253521127,100.0,66.14647887323943,166.14647887323943,186
rand,reparam,scale+thin,400,710,142,5,1.0,0.08134592271832719,0.06289377120650169,0.1663529376393715,0.7387244021263224,0.003482743667087322,0.19014084507042253,0.4253521126760563,400.0,68.60281690140845,468.60281690140846,486
rand,reparam,scale+thin,1600,710,142,5,1.0,0.04039928977504678,0.028611465107449,0.09487058167455556,0.381082536677884,0.0031386790315783295,0.36619718309859156,0.676056338028169,1600.0,69.02253521126761,1669.0225352112675,1685
ppo_e5_linear_1M,policy,none,40,710,142,5,1.0,0.43344106494374385,0.37418049911550355,0.7499315971712719,1.69779124245767,0.04993722038811296,0.0014084507042253522,0.005633802816901409,38.91267605633803,1.0,39.91267605633803,41
ppo_e5_linear_1M,policy,scale,40,710,142,5,1.0,0.19499543926533616,0.164516724422336,0.31805217674147374,1.339669618777564,0.019933692737593604,0.004225352112676056,0.028169014084507043,38.91267605633803,18.0,56.91267605633803,58
ppo_e5_linear_1M,policy,scale+thin,40,710,142,5,1.0,0.0904814916342811,0.05691351490256613,0.16958293056376092,0.9979447374139183,0.020511208586489978,0.1676056338028169,0.45492957746478874,38.91267605633803,73.71267605633803,112.62535211267605,125
