method,space,mode,gen_budget,n_runs,n_contexts,n_seeds,feasibility_rate,gap_mean,gap_median,gap_p90,gap_worst,seedmean_sd,frac_gap_le_2pct,frac_gap_le_5pct,mean_n_gen,mean_n_repair,mean_n_total,max_n_total
rand,reparam,scale,400,710,142,5,1.0,0.12705160282200206,0.11568030952813704,0.216931737512331,0.7774143013680825,0.006870629602993837,0.03943661971830986,0.14929577464788732,400.0,18.004225352112677,418.00422535211266,419
rand,reparam,scale,1600,710,142,5,1.0,0.06183551133351039,0.0552340847443263,0.11789243629054538,0.381082536677884,0.0032661369251609723,0.17464788732394365,0.45492957746478874,1600.0,18.0,1618.0,1618
cmaes,raw,scale+thin,10,710,142,5,0.9366197183098591,0.4984145967996266,0.3939819456894471,1.05971344112751,1.8605630924100731,0.01392767762861884,0.018309859154929577,0.04225352112676056,10.0,71.44788732394366,81.44788732394366,107
cmaes,raw,scale+thin,25,710,142,5,0.9605633802816902,0.3733274729193563,0.2706249853666164,0.8429804554220246,1.8277523992251,0.0361932289655673,0.030985915492957747,0.0676056338028169,25.0,72.13098591549296,97.13098591549296,121
cmaes,raw,scale+thin,40,710,142,5,0.9704225352112676,0.27248678559746425,0.2033339001197487,0.6152277142635776,1.382194297667413,0.03767899580600944,0.07464788732394366,0.14788732394366197,40.0,72.63098591549296,112.63098591549296,137
cmaes,raw,scale+thin,100,710,142,5,0.9901408450704225,0.15373088585124725,0.1134544002783894,0.3195965477309784,1.215294003389212,0.014046517519127161,0.1352112676056338,0.28169014084507044,100.0,72.28591549295774,172.28591549295774,196
cmaes,raw,scale+thin,400,710,142,5,0.9943661971830986,0.05285986680585199,0.027304111608023998,0.13651033626230535,0.5015460435252368,0.003317086007182735,0.4070422535211268,0.6619718309859155,400.0,67.53239436619718,467.5323943661972,486
cmaes,raw,scale+thin,1600,710,142,5,0.9971830985915493,0.0167482476283773,-0.0009351178936689,0.06571315851133143,1.4367759954228694,0.006852812277533307,0.7816901408450704,0.8690140845070422,1600.0,59.51830985915493,1659.518309859155,1686
de,raw,scale+thin,10,710,142,5,0.9549295774647887,0.41626208793094244,0.3297967906284117,0.8796536554616031,2.160957924481191,0.05151281844950989,0.02535211267605634,0.054929577464788736,10.0,71.68169014084508,81.68169014084508,103
de,raw,scale+thin,25,710,142,5,0.9746478873239437,0.31673505830746357,0.24430710273047254,0.7024991868304482,1.4533411133299556,0.010568595795390311,0.038028169014084505,0.09577464788732394,25.0,72.80845070422535,97.80845070422535,114
de,raw,scale+thin,40,710,142,5,0.9732394366197183,0.2701550880767188,0.2059734912524162,0.5802372920004659,1.5417409969619982,0.016134657443964612,0.05211267605633803,0.10985915492957747,40.0,72.80845070422535,112.80845070422535,128
de,raw,scale+thin,100,710,142,5,0.9915492957746479,0.17371958036255356,0.12022035767281611,0.40348801921848304,1.2363207762518529,0.012500848054971071,0.11549295774647887,0.24929577464788732,100.0,73.18732394366197,173.18732394366197,188
de,raw,scale+thin,400,710,142,5,0.9985915492957746,0.06645567251491911,0.0340213417179293,0.15911362991875047,0.7293572475897436,0.0036895277892728244,0.33943661971830985,0.6014084507042253,400.0,71.29859154929578,471.2985915492958,485
de,raw,scale+thin,1600,710,142,5,1.0,0.0074620021246481994,0.0008725907060188,0.028067734707061122,0.4704607521371258,0.0023343473457037964,0.847887323943662,0.952112676056338,1600.0,64.67042253521127,1664.6704225352112,1685
ga,raw,scale+thin,10,710,142,5,0.9492957746478873,0.42944067196885305,0.3249032117610753,0.9135443958026361,2.07147804797059,0.01816716558405127,0.008450704225352112,0.04788732394366197,10.0,72.29295774647888,82.29295774647888,107
ga,raw,scale+thin,25,710,142,5,0.967605633802817,0.34058614056584796,0.2536702166811679,0.7553830039278188,1.5166305716242343,0.014886146430116905,0.03943661971830986,0.08591549295774648,25.0,73.30281690140845,98.30281690140845,120
ga,raw,scale+thin,40,710,142,5,0.9774647887323944,0.2985875172926773,0.2100167855472473,0.6947395487514714,1.281695666517256,0.005883821310016888,0.04366197183098591,0.10845070422535211,40.0,73.42957746478874,113.42957746478874,129
ga,raw,scale+thin,100,710,142,5,0.9887323943661972,0.19160708615295502,0.13970172268401437,0.46503033822005174,1.0278374114994149,0.009967426498369162,0.11126760563380282,0.21971830985915494,100.0,74.69859154929577,174.69859154929577,196
ga,raw,scale+thin,400,710,142,5,1.0,0.06622938309152945,0.04281444671016195,0.14885027762792843,0.6920055680408768,0.008089423739396513,0.271830985915493,0.5366197183098591,400.0,73.92112676056338,473.92112676056337,485
ga,raw,scale+thin,1600,710,142,5,1.0,0.01926117484611224,0.0098526931028006,0.05458366291470068,0.3672952663275808,0.0025863679991649487,0.6873239436619718,0.8845070422535212,1600.0,69.53098591549296,1669.530985915493,1685
rand,raw,scale+thin,10,710,142,5,0.9478873239436619,0.4276536965485087,0.3413355138009064,0.9115066130054404,1.577897896654889,0.034158739295547184,0.01971830985915493,0.05352112676056338,10.0,71.40845070422536,81.40845070422536,104
rand,raw,scale+thin,25,710,142,5,0.967605633802817,0.3491818186623926,0.2696365307084594,0.7760140241127289,1.3695881252429531,0.023877755213538694,0.01971830985915493,0.0647887323943662,25.0,71.89718309859155,96.89718309859155,115
rand,raw,scale+thin,40,710,142,5,0.9647887323943662,0.31861776343525083,0.2469480149343039,0.725941495422892,1.6095204481462586,0.023681332356958282,0.036619718309859155,0.08309859154929577,40.0,71.78450704225352,111.78450704225352,128
rand,raw,scale+thin,100,710,142,5,0.9816901408450704,0.25276530400370595,0.1815366228734865,0.595505717169065,1.4230380160733396,0.017539684249624345,0.07887323943661972,0.15352112676056337,100.0,72.38732394366197,172.38732394366198,189
rand,raw,scale+thin,400,710,142,5,0.9845070422535211,0.1943628688198572,0.1461026215040706,0.4378831460902842,1.147374513967529,0.008373786063869511,0.07323943661971831,0.17183098591549295,400.0,71.33098591549296,471.33098591549293,490
rand,raw,scale+thin,1600,710,142,5,0.9943661971830986,0.14467899262629816,0.10621345255258186,0.2893451794983139,1.2760091161867029,0.008598014253650149,0.1323943661971831,0.2661971830985915,1600.0,70.6887323943662,1670.6887323943663,1687
cmaes,reparam,scale+thin,10,710,142,5,0.956338028169014,0.47570849319332703,0.4069052596693259,0.9621451561076646,1.871517654825508,0.011566123616228965,0.022535211267605635,0.05352112676056338,10.0,68.28873239436619,78.28873239436619,97
cmaes,reparam,scale+thin,25,710,142,5,0.9774647887323944,0.3564193050115607,0.28430789886388874,0.7893464140578066,1.436047494138529,0.015531746361820645,0.03380281690140845,0.08873239436619719,25.0,67.84084507042253,92.84084507042253,114
cmaes,reparam,scale+thin,40,710,142,5,0.9845070422535211,0.2884718398138732,0.2217492728767003,0.6589198560677036,1.41043323457749,0.020651726203804538,0.061971830985915494,0.12394366197183099,40.0,68.38028169014085,108.38028169014085,126
cmaes,reparam,scale+thin,100,710,142,5,0.9887323943661972,0.15468064116349262,0.10632917705908755,0.3567909694501729,1.011049018862738,0.006457442616099742,0.12253521126760564,0.26901408450704223,100.0,66.83098591549296,166.83098591549296,186
cmaes,reparam,scale+thin,400,710,142,5,0.9985915492957746,0.06780457780622949,0.043722522912398,0.1390357795516804,1.375169434890937,0.01042296392473492,0.2887323943661972,0.5507042253521127,400.0,64.11971830985915,464.11971830985914,486
cmaes,reparam,scale+thin,1600,710,142,5,1.0,0.029591779120317713,0.01677870838253965,0.07869542009073649,0.4693488299233115,0.002392704905271714,0.5464788732394367,0.7690140845070422,1600.0,60.735211267605635,1660.7352112676056,1685
de,reparam,scale+thin,10,710,142,5,0.9394366197183098,0.4020956712311978,0.3276558578772517,0.8289447648840549,1.3653718115139597,0.018897828885888854,0.01971830985915493,0.05352112676056338,10.0,67.5718309859155,77.5718309859155,99
