k,label_frac,n_labels,span_m,load_kNm,feasible,reference,achieved,gap,util,section_class,h,b,tf,tw,fy,section_type,grade_match,n_ec3
1,1.0,142,13.363636363636363,96.36363636363636,1,3985.0843936185074,4051.442283462921,0.016651564506557248,1.0009904923283348,3.0,727.7635319474662,289.9933143329788,31.02237144156703,7.4503448582150975,460.0,rolled,1,24
1,1.0,142,13.363636363636363,107.27272727272728,1,4299.585213933902,4394.10340627693,0.021983095494122917,1.0009934657769075,3.0,729.874849319458,291.9499381948357,34.06082630157471,7.564059583487377,460.0,rolled,1,24
1,1.0,142,13.363636363636363,118.18181818181816,1,4639.765192767582,4776.292465145229,0.029425470191996705,1.0009895656384806,2.0,731.9807539662188,292.71558947828015,33.588644811116325,11.12359712749344,460.0,rolled,1,24
1,1.0,142,13.363636363636363,129.0909090909091,1,5011.593967074791,5529.490493286281,0.10333968186847753,1.000992061585242,2.0,733.8680992675124,293.54707914352923,34.247023342226655,12.844797694763246,500.0,rolled,0,24
1,1.0,142,13.363636363636363,140.0,1,5775.260737408862,5942.28041019506,0.02891984974883277,1.000999652740406,1.0,750.0,300.0,35.0,18.624188302377583,460.0,rolled,0,24
1,1.0,142,14.181818181818182,20.0,1,1593.8777053579288,1604.9324654354816,0.006935764293829694,1.0009895470189603,3.0,528.4149936857257,273.11841167031855,12.037369364869287,6.0,355.0,rolled,1,24
1,1.0,142,14.181818181818182,30.909090909090907,1,2008.2518170171472,2078.2741479878428,0.034867306170149215,1.0009991586037112,3.0,574.454479053758,287.59509875162354,15.95601810834637,6.0,355.0,rolled,1,24
1,1.0,142,14.181818181818182,41.81818181818181,1,2553.981911869284,2615.5683731576387,0.024113898772007758,1.0009957319778526,3.0,674.92981065272,287.937557581158,20.252391975901677,6.280399863041695,355.0,rolled,0,24
1,1.0,142,14.181818181818182,52.72727272727273,1,2994.9908045830825,3054.003619618209,0.019703838470830126,1.000989791350139,3.0,717.6185289464277,287.64688691077333,24.08408726500019,6.59458424553413,355.0,rolled,1,24
1,1.0,142,14.181818181818182,63.63636363636363,1,3422.394407931884,3523.543197176925,0.02955497736047441,1.0009969063696984,3.0,720.3548157321949,286.9279356967391,29.223077945539522,6.510408393002362,355.0,rolled,1,24
1,1.0,142,14.181818181818182,74.54545454545453,1,3877.89015147114,4019.2953897903253,0.03646447753697735,1.0009944157303927,2.0,719.6366863240543,287.60837665614656,30.713256209946607,9.69010070880816,355.0,rolled,1,24
1,1.0,142,14.181818181818182,85.45454545454545,1,4346.819839298043,4445.691921100427,0.022745843043347813,1.0009961107668544,3.0,718.5439066799966,288.01091658880824,32.93730982113835,7.293542414635854,460.0,rolled,0,24
1,1.0,142,14.181818181818182,96.36363636363636,1,4726.7747503063865,4937.155801672255,0.04450837251177053,1.0009970011703428,2.0,728.4303735818875,291.22322416629,32.649257934306796,11.06878966216802,460.0,rolled,1,24
1,1.0,142,14.181818181818182,107.27272727272728,1,5228.199585900407,5721.070951723768,0.09427171968578896,1.0009930522835113,2.0,731.0397747556052,292.4176798567534,34.11535155017548,12.044755607914478,500.0,rolled,0,24
