predictor,k,label_frac,n_labels,n,feasibility,gap_mean,gap_median,gap_sd,gap_p90,gap_p95,gap_worst,within_1pct,within_5pct,within_10pct,ec3_evals_per_design
knn1,1,1.0,142,142,0.9859154929577465,0.02004381156368268,0.006357566411106852,0.07635414849462853,0.03880497401860002,0.06092155960049486,0.7128012833783182,0.6,0.9285714285714286,0.9714285714285714,24.0
knn3,3,1.0,142,142,0.9859154929577465,0.025599822999158844,0.008256383852975002,0.07493144957152166,0.04853581526581065,0.08685052410866978,0.6769590864501522,0.5428571428571428,0.9142857142857143,0.95,24.0
knn5,5,1.0,142,142,0.9859154929577465,0.02829977708970744,0.010056405279993519,0.07495623827947095,0.049848225296191026,0.08860635015836113,0.6649073134133321,0.4785714285714286,0.9,0.95,24.0
knn1,1,0.5,71,142,0.9859154929577465,0.02048410252134623,0.005441833895403758,0.07681116077250175,0.0445152841033601,0.06526667536882022,0.7128012833783182,0.5857142857142857,0.9071428571428571,0.9714285714285714,24.0
knn3,3,0.5,71,142,0.9859154929577465,0.02237621191318741,0.00979218256784653,0.07161792153196381,0.04621039583069966,0.060666509910979605,0.6703718689937734,0.5071428571428571,0.9142857142857143,0.9785714285714285,24.0
knn5,5,0.5,71,142,0.9859154929577465,0.02205330227616363,0.008579365602148226,0.07037619087395337,0.04542922085360338,0.052047310249061694,0.6672962287636934,0.5428571428571428,0.9285714285714286,0.9785714285714285,24.0
knn1,1,0.25,36,142,0.9859154929577465,0.022828979808585385,0.004176437008074574,0.10884192968456843,0.03764110845403837,0.04979469109068421,0.9107117019219653,0.6214285714285714,0.95,0.9785714285714285,24.0
knn3,3,0.25,36,142,0.9859154929577465,0.024045016801308928,0.007519682531183625,0.10084391163591745,0.032179196248989884,0.044779120579111306,0.8553069081424549,0.5571428571428572,0.9571428571428572,0.9785714285714285,24.0
knn5,5,0.25,36,142,0.9859154929577465,0.027213850810922046,0.01056978457968516,0.0938261187758519,0.046244896481998116,0.06523538159435743,0.7874267302255982,0.4785714285714286,0.9142857142857143,0.9785714285714285,24.0
