mode,span_m,load_kNm,util,grade,stype,h,b,tf,tw,c_agent,c_rescaled,util_rescaled,scale,c_samegrade,c_opt,opt_grade,opt_type,infeasible,gap_total,gap_after_rescale,gap_shape_plus_grade,comp_slack,comp_shape,comp_grade
False,6.0,20.0,0.7561842535641864,355.0,rolled,338.76724155287724,127.7009370543203,8.186155211582733,6.0,284.6597370611641,253.89066880905216,1.0009999999994932,0.8688610611005059,241.32394330328117,241.32394330328117,355,rolled,False,0.17957519326385762,0.05207409316189526,0.0,0.12750110010196236,0.05207409316189526,0.0
False,6.0,30.909090909090907,0.8008886616818728,355.0,rolled,391.3501553411422,141.26535491987383,8.667727278556839,6.037183478483661,332.8746394401821,302.1923541227883,1.000999999998871,0.9399638522927488,293.1784667866335,293.1784667866335,355,rolled,False,0.1353993459636933,0.030745393530947185,0.0,0.10465395243274611,0.030745393530947185,0.0
False,6.0,41.81818181818181,0.8591893940055833,355.0,rolled,414.0077806362182,142.88995969556413,10.345663928024333,6.178357636628724,380.9461667777761,352.4250954182873,1.000999999998906,0.9591350568739472,342.2463887683556,342.2463887683556,355,rolled,False,0.11307578189119738,0.029740873779740662,0.0,0.08333490811145672,0.029740873779740662,0.0
False,6.0,52.72727272727273,0.8282257802212034,355.0,rolled,464.6457500298296,159.04051389433306,9.73779006662605,6.858899049343712,434.987409101143,392.0614827742461,1.0009999999988561,0.9493770869626132,381.4244664406149,381.4244664406149,355,rolled,False,0.14042870180921518,0.027887608870227787,0.0,0.1125410929389874,0.027887608870227787,0.0
False,6.0,63.63636363636363,0.8542993501540982,355.0,rolled,476.3317048725813,154.8699727039663,12.021415039042644,6.878489230352233,483.3456990752567,442.84152893397265,1.000999999998949,0.9571835835546153,420.0142340236296,420.0142340236296,355,rolled,False,0.1507840923506989,0.054348860255671205,0.0,0.09643523209502769,0.054348860255671205,0.0
False,6.0,74.54545454545453,0.8424267911725366,355.0,rolled,512.817422309899,163.70168495845198,11.930923161879512,7.285222336523711,528.1683014285952,479.7075670238715,1.000999999998273,0.9530202266440029,446.8639375548273,446.8639375548273,355,rolled,False,0.18194433929632625,0.07349805323016123,0.0,0.10844628606616502,0.07349805323016123,0.0
False,6.0,85.45454545454545,0.922257160220885,355.0,rolled,502.64868684896464,149.25501055065328,15.475397610530196,6.968680370418676,559.1650613532262,534.2327498865092,1.0009999999992023,0.9774515515040549,477.37692626914094,477.37692626914094,355,rolled,False,0.17132821169905865,0.1191004853580071,0.0,0.05222772634105155,0.1191004853580071,0.0
False,6.0,96.36363636363636,0.9847868509046002,355.0,rolled,513.7109471786691,152.8243438997445,17.606899509281178,6.9612895083367015,616.1524544019669,610.3265280491634,1.0009999999984138,0.9952611051669917,512.46686792508,512.46686792508,355,rolled,False,0.20232641945556007,0.1909580233358421,0.0,0.01136839611971796,0.1909580233358421,0.0
False,6.0,107.27272727272728,0.8844749578525575,355.0,rolled,572.9813685528396,175.3215211249979,15.45456189179087,7.870817919397005,684.9709754653746,636.7639173214503,1.0009999999983872,0.9641689429756298,535.2426456429821,535.2426456429821,355,rolled,False,0.27973916323974013,0.189673361240698,0.0,0.09006580199904213,0.189673361240698,0.0
False,6.0,118.18181818181816,0.8333373549072747,355.0,rolled,558.8026154683001,163.45885358758954,18.299763373159646,8.671285746122289,743.3227497972122,669.5557334406451,1.0009999999998527,0.9490840049420515,564.7428560600844,564.7428560600844,355,rolled,False,0.31621452457670096,0.18559398539679695,0.0,0.13062053917990402,0.18559398539679695,0.0
False,6.0,129.0909090909091,0.8065964062304042,355.0,rolled,615.8188294204467,170.28684959874371,16.55678176724139,9.66788965719518,797.1868318054962,705.7006538894126,1.000999999999957,0.9408712580055181,594.324631241322,594.324631241322,355,rolled,False,0.3413323121750329,0.18739930467877075,0.0,0.15393300749626215,0.18739930467877075,0.0
False,6.0,140.0,0.8155999878247546,355.0,rolled,624.6145692382324,194.60962282443526,18.10263624466375,7.590477904679177,814.1504217576089,719.4387272917027,1.0009999999982486,0.9400362037491505,627.5758504760335,627.5758504760335,355,rolled,False,0.2972940579852674,0.1463773291244217,0.0,0.15091672886084573,0.1463773291244217,0.0
False,6.818181818181818,20.0,0.7493074569585124,355.0,rolled,357.4308586240339,144.6087044804042,9.24924301185808,6.0,378.4066161115544,334.7784011142838,1.0009999999993884,0.9244053333119153,318.7579376671374,318.7579376671374,355,rolled,False,0.1871284488818128,0.05025902590659781,0.0,0.13686942297521498,0.05025902590659781,0.0
False,6.818181818181818,30.909090909090907,0.8320640011159167,355.0,rolled,406.4065763284132,150.28969489317697,10.600336379547205,6.217454382779766,448.53308724887194,408.83642120688626,1.0009999999990005,0.9519144983168191,391.217405378461,391.217405378461,355,rolled,False,0.1465059608351631,0.04503638024842149,0.0,0.1014695805867416,0.04503638024842149,0.0
False,6.818181818181818,41.81818181818181,0.8199713895701526,355.0,rolled,451.18894530132604,169.5663471127086,10.589014018687113,6.6433613616252645,518.1733179695415,464.87439876637745,1.0009999999983616,0.9471751418458549,453.9046681994346,453.9046681994346,355,rolled,False,0.14159063405329153,0.024167476863496518,0.0,0.11742315718979501,0.024167476863496518,0.0
