arm,repair_mode,n,feasibility,gap_mean,gap_median,gap_sd,gap_p90,gap_p95,gap_worst,within_1pct,within_5pct,within_10pct,util_mean,class_mean,grade_match,repaired_frac,ec3_gen_per_design,ec3_repair_per_design,ec3_evals_per_design,sec_per_design,sec_per_design_sd
gated_cost_merged_seed42,none,142,1.0,0.36368199770028126,0.3444762806916567,0.16881943523813933,0.5471305494759602,0.684999500827814,1.0948331396220372,0.0,0.007042253521126761,0.02112676056338028,0.8087822262786337,1.1408450704225352,0.823943661971831,0.0,39.53521126760563,1.0,40.53521126760563,0.02060086122700866,0.002627865880895066
gated_cost_merged_seed42,scale,142,1.0,0.20398090063308458,0.17793466565063637,0.12609646137678165,0.35352156117804373,0.39907816487305037,0.7052889883300136,0.0,0.07042253521126761,0.19014084507042253,1.0009769784236933,1.1338028169014085,0.823943661971831,1.0,39.53521126760563,18.0,57.53521126760563,0.021167222882660344,0.002625009244182332
gated_cost_merged_seed42,scale+thin,142,1.0,0.06980940412882529,0.04569616679122003,0.07364753020132399,0.14457438093152686,0.20142008603227532,0.47997838276243515,0.035211267605633804,0.528169014084507,0.795774647887324,1.0009929837824887,1.3943661971830985,0.823943661971831,1.0,39.53521126760563,74.2605633802817,113.79577464788733,0.02317175395052198,0.0026407925664982813
gated_cost_merged_seed42,scale+thin_rolled,142,1.0,0.1142867676470557,0.092316274514779,0.08906601898229088,0.2259964246567442,0.26286714294944685,0.6061962076031667,0.0,0.14788732394366197,0.5985915492957746,0.9983660702570221,2.1267605633802815,0.823943661971831,1.0,39.53521126760563,37.65492957746479,77.19014084507042,0.0218565799820591,0.002631104450529804
gated_cost_merged_seed43,none,142,1.0,0.23200945130177394,0.17316385728976474,0.1629660566428219,0.42756407338845814,0.5426588267355389,1.0266996596894298,0.0,0.0,0.007042253521126761,0.8378023850366535,1.6056338028169015,0.8380281690140845,0.0,38.96478873239437,1.0,39.96478873239437,0.020770076295019875,0.004330556241321602
gated_cost_merged_seed43,scale,142,1.0,0.11391515970180371,0.0666106426904817,0.15127304249665047,0.23365940770908056,0.3059624656310012,0.9262868836456947,0.035211267605633804,0.34507042253521125,0.6690140845070423,1.0009788310264747,1.5845070422535212,0.8380281690140845,1.0,38.96478873239437,18.0,56.96478873239437,0.021341958516080613,0.004335580838500656
gated_cost_merged_seed43,scale+thin,142,1.0,0.07526878572112691,0.040798866074304385,0.14312406448781484,0.12316833036159879,0.16536743907156526,0.899379871339154,0.1056338028169014,0.5845070422535211,0.8661971830985915,1.000985607978638,1.6619718309859155,0.8380281690140845,1.0,38.96478873239437,71.22535211267606,110.19014084507042,0.023236743161376094,0.0042946805841274195
gated_cost_merged_seed43,scale+thin_rolled,142,1.0,0.0941791067757315,0.05995278969342312,0.1474837298881405,0.1679641065395808,0.24837210455554218,0.9262868836456947,0.035211267605633804,0.4084507042253521,0.8450704225352113,1.0009843195306887,1.8309859154929577,0.8380281690140845,1.0,38.96478873239437,37.070422535211264,76.03521126760563,0.02201902362662302,0.004323405142719518
gated_cost_merged_seed44,none,142,1.0,0.3274066461647725,0.3070086012695658,0.1655735412895061,0.4918538265279138,0.5926266864192415,1.114472661733632,0.0,0.0,0.0,0.854950113866201,1.9154929577464788,0.8380281690140845,0.0,39.274647887323944,1.0,40.274647887323944,0.020580142316683918,0.0027314413780225475
gated_cost_merged_seed44,scale,142,1.0,0.2112593573675834,0.2234732064919963,0.15960844840338417,0.30628202149106076,0.3666461759480905,0.9679356984008182,0.056338028169014086,0.16901408450704225,0.2112676056338028,1.0009786513120436,1.8732394366197183,0.8380281690140845,1.0,39.274647887323944,18.0,57.274647887323944,0.02117669750267351,0.0027528558717868704
gated_cost_merged_seed44,scale+thin,142,1.0,0.11032731193268466,0.08074127300068418,0.15647241289511984,0.18208873682782037,0.21408765032783617,0.9304884259141956,0.18309859154929578,0.4225352112676056,0.5352112676056338,1.0005476676305227,1.9647887323943662,0.8380281690140845,1.0,39.274647887323944,71.64084507042253,110.91549295774648,0.023072776660113266,0.0027396749613489138
gated_cost_merged_seed44,scale+thin_rolled,142,1.0,0.14980384055665663,0.11441893751155433,0.16290546810066636,0.2523336874384066,0.2850968200919058,0.9679356984008182,0.06338028169014084,0.2676056338028169,0.45774647887323944,1.0006149585312272,2.1971830985915495,0.8380281690140845,1.0,39.274647887323944,37.40845070422535,76.6830985915493,0.02183497623658516,0.0027235647985499197
gated_cost_merged_seed45,none,142,1.0,0.26986027035280785,0.2192551559537434,0.1670762445993565,0.36955836672826003,0.5012448019897805,1.1509339361005786,0.0,0.0,0.014084507042253521,0.8035453061743715,1.8169014084507042,0.8380281690140845,0.0,39.514084507042256,1.0,40.514084507042256,0.020678889583533918,0.0027609241391302096
gated_cost_merged_seed45,scale,142,1.0,0.12300539037605829,0.06528581165195642,0.16405416950343413,0.2520471696454971,0.28497153654455093,0.9695095270365297,0.056338028169014086,0.323943661971831,0.6971830985915493,1.0009788234177845,1.8098591549295775,0.8380281690140845,1.0,39.514084507042256,18.0,57.514084507042256,0.021273903443779742,0.0027916116537276816
gated_cost_merged_seed45,scale+thin,142,1.0,0.07666953740821875,0.04500728855728853,0.15117194101958284,0.09170919195972323,0.22385423971757468,0.9695095270365297,0.1056338028169014,0.5704225352112676,0.9014084507042254,1.000960414556122,1.7112676056338028,0.8380281690140845,1.0,39.514084507042256,68.34507042253522,107.85915492957747,0.023038340286469797,0.002807672207109198
gated_cost_merged_seed45,scale+thin_rolled,142,1.0,0.09433694634197974,0.05688272431159995,0.15843978480612864,0.1411414947284672,0.2639689909736649,0.9695095270365297,0.08450704225352113,0.39436619718309857,0.852112676056338,1.0006082824891052,1.7605633802816902,0.8380281690140845,1.0,39.514084507042256,36.73943661971831,76.25352112676056,0.02189730422597536,0.0027840615971947372
gated_cost_merged_seed46,none,142,1.0,0.31438630361281805,0.26363238934428146,0.21166879009285028,0.5013008562343805,0.6771910474045303,1.3933625726193433,0.0,0.007042253521126761,0.035211267605633804,0.8738445002343913,1.323943661971831,0.8169014084507042,0.0,39.53521126760563,1.0,40.53521126760563,0.020939952890637895,0.0024904124972456114
gated_cost_merged_seed46,scale,142,1.0,0.2141792293771073,0.1639098927834382,0.18719449347845032,0.3292713133220373,0.37286707828178883,1.2667263141707443,0.007042253521126761,0.056338028169014086,0.24647887323943662,1.0009545614535438,1.3098591549295775,0.8169014084507042,0.9929577464788732,39.53521126760563,18.0,57.53521126760563,0.021517656218837684,0.0025087073915387773
gated_cost_merged_seed46,scale+thin,142,1.0,0.09460693054156444,0.056058788430808706,0.14746360400242473,0.16231151164808735,0.21715318454768245,0.9409828979130466,0.056338028169014086,0.47183098591549294,0.7394366197183099,1.0006791569409148,1.471830985915493,0.8169014084507042,1.0,39.53521126760563,75.6056338028169,115.14084507042253,0.02357015307520477,0.0025693763358046167
gated_cost_merged_seed46,scale+thin_rolled,142,1.0,0.1464071812196311,0.09541864888152846,0.17280416528961381,0.25765861601955226,0.3025614021534715,1.1126014566129514,0.014084507042253521,0.09859154929577464,0.5774647887323944,0.9999784866148134,2.1690140845070425,0.8169014084507042,1.0,39.53521126760563,37.80281690140845,77.33802816901408,0.022210216858017613,0.002511389407809884
ga,none,142,1.0,0.017200432169459417,0.007256937016994576,0.04055485571593808,0.04894107281666824,0.0673468283233075,0.3658200997110084,0.5774647887323944,0.9014084507042254,0.9788732394366197,1.0006112190651861,1.823943661971831,0.8802816901408451,0.0,4800.0,1.0,4801.0,0.4674100875854492,0.00843108956469775
ga,scale,142,1.0,0.016983082263854286,0.006878534412301931,0.0405175852299362,0.04893149867052699,0.0673468283233075,0.3658200997110084,0.5845070422535211,0.9014084507042254,0.9788732394366197,1.0009894531341696,1.823943661971831,0.8802816901408451,0.30985915492957744,4800.0,18.0,4818.0,0.467929569768234,0.008431538695959055
ga,scale+thin,142,1.0,0.014739316904560611,0.00539598954164669,0.04029662508371761,0.04562896265023234,0.06536806941509903,0.3658200997110084,0.6267605633802817,0.9084507042253521,0.9788732394366197,1.0009909598614823,1.8309859154929577,0.8802816901408451,0.4788732394366197,4800.0,67.84507042253522,4867.845070422535,0.4696622146687037,0.008497720684896674
ga,scale+thin_rolled,142,1.0,0.015811019951771196,0.006466546404187926,0.0398120803348228,0.042333264832549046,0.06225993042566336,0.3658200997110084,0.5985915492957746,0.9154929577464789,0.9788732394366197,1.0009900340441542,1.880281690140845,0.8802816901408451,0.3591549295774648,4800.0,37.2112676056338,4837.211267605634,0.46858035006993254,0.008432181404815308
