arm,repair_mode,n,feasibility,gap_mean,gap_median,gap_sd,gap_p90,gap_p95,gap_worst,within_1pct,within_5pct,within_10pct,util_mean,class_mean,grade_match,repaired_frac,ec3_evals_per_design,sec_per_design
random_search_40,none,142,0.8380281690140845,0.7315291224374136,0.662079582018167,0.3296110663227203,1.2103955155735682,1.2797188560006347,1.9245140954148943,0.0,0.0,0.0,0.8947948131523733,1.795774647887324,0.2676056338028169,0.0,1.0,0.002399466407131141
random_search_40,scale,142,0.9788732394366197,0.5236230363659249,0.44834110084807915,0.33702663766990665,0.8071196865636248,1.0778585358195023,2.1288218277775846,0.0,0.0,0.007194244604316547,1.0206592403508865,1.7605633802816902,0.2676056338028169,0.9788732394366197,18.098591549295776,0.0029407689269159883
random_search_40,scale+thin,142,0.9788732394366197,0.24528262733782658,0.16106742805353796,0.2669182168837261,0.4385168000334958,0.5538643123641446,1.7902580853666443,0.04316546762589928,0.1223021582733813,0.2733812949640288,1.0206731148790504,2.6267605633802815,0.2676056338028169,0.9788732394366197,71.57042253521126,0.0046839546149885156
random_search_58,none,142,0.852112676056338,0.6500293159211581,0.5977210912660246,0.2972897313335521,1.0032498091254027,1.2355933096209897,1.8777685754826123,0.0,0.0,0.0,0.8760640046887526,1.9295774647887325,0.28169014084507044,0.0,1.0,0.0032932909441665864
random_search_58,scale,142,0.9788732394366197,0.45132618507057354,0.3821246489605486,0.2815609966310838,0.7448757433443156,0.9446223793978146,1.8614989519303144,0.007194244604316547,0.014388489208633094,0.02877697841726619,1.0167115736346555,1.9154929577464788,0.28169014084507044,0.9788732394366197,18.02112676056338,0.0038202598061360103
random_search_58,scale+thin,142,0.9788732394366197,0.22242606625258485,0.15803839102045236,0.22458630331594884,0.4419585236522929,0.49882508859059504,1.646456993879182,0.050359712230215826,0.12949640287769784,0.31654676258992803,1.0167259976058527,2.683098591549296,0.28169014084507044,0.9788732394366197,71.19718309859155,0.0055313849113356895
random_search_114,none,142,0.8873239436619719,0.5401882500489729,0.5008300118830854,0.2455169130373381,0.8508562854783934,1.0049075603902593,1.4434408887354744,0.0,0.0,0.0,0.8680173812607352,2.0492957746478875,0.30985915492957744,0.0,1.0,0.006320204533321756
random_search_114,scale,142,0.971830985915493,0.3603428424512405,0.33764391203740385,0.1830686150744798,0.5753630013770199,0.6497684250521695,1.116809214507241,0.0,0.014492753623188406,0.036231884057971016,1.0189665269575578,2.035211267605634,0.30985915492957744,0.971830985915493,17.8943661971831,0.00684655552179041
random_search_114,scale+thin,142,0.971830985915493,0.17596852247944517,0.13083924754118015,0.16240789227867378,0.3929372852834412,0.4655108863470618,1.116809214507241,0.057971014492753624,0.15942028985507245,0.4057971014492754,1.0187141287520904,2.6901408450704225,0.30985915492957744,0.971830985915493,70.80281690140845,0.008555187305933992
random_search_4800,none,142,0.9788732394366197,0.19131253066690948,0.17228747689629104,0.10076616173937704,0.28075099297101397,0.3154815881395504,0.7463111669312824,0.0,0.014388489208633094,0.08633093525179857,0.9335174511547539,2.288732394366197,0.6126760563380281,0.0,1.0,0.2550236876581756
random_search_4800,scale,142,0.9929577464788732,0.14129944111662276,0.12457925616076776,0.09286171797013534,0.2183920958078365,0.27657108535181874,0.6616280499438442,0.0,0.05673758865248227,0.3262411347517731,1.002837414105984,2.2816901408450705,0.6126760563380281,0.9929577464788732,17.950704225352112,0.25551918190969547
random_search_4800,scale+thin,142,0.9929577464788732,0.06801557964191539,0.05025378935453277,0.07153461427976802,0.1336563200853401,0.1757959732135995,0.5122685649999185,0.09219858156028368,0.49645390070921985,0.8014184397163121,1.0019649939122297,2.4859154929577465,0.6126760563380281,0.9929577464788732,65.13380281690141,0.25703811141806593
rule_based,none,142,0.9436619718309859,0.26224113392309256,0.21436951708008467,0.15403862735692578,0.49238576674727685,0.5722555766223499,0.7770444339055044,0.0,0.022388059701492536,0.08208955223880597,0.9225265930497304,2.380281690140845,0.7464788732394366,0.0,1.0,0.0005143813683953084
rule_based,scale,142,0.9436619718309859,0.18451896214510738,0.1726310656472182,0.08880881274268852,0.2994392579884751,0.3682464472879248,0.5420225821183862,0.0,0.04477611940298507,0.11940298507462686,1.00869812944204,2.380281690140845,0.7464788732394366,0.9436619718309859,17.492957746478872,0.0010134670096383967
rule_based,scale+thin,142,0.9436619718309859,0.1366991201259371,0.14752411464548904,0.05699617431071632,0.20596204788612976,0.2160198557963985,0.233562753659308,0.007462686567164179,0.08955223880597014,0.29850746268656714,1.0062673722315296,2.3943661971830985,0.7464788732394366,0.9436619718309859,73.34507042253522,0.0027321560282102773
