costing,gt_dir,n_contexts,space,proposals,ec3_per_context,gap_mean,gap_median,gap_p90,gap_worst,feasibility
original,research/pretrain_data,20,raw,4800,4800,0.18292183718891772,0.19376848431900928,0.24721757253803708,0.2916833214982124,0.95
original,research/pretrain_data,20,reparam,200,4800,0.03583911564336969,0.030166931332655578,0.0705459337014567,0.1243837953693323,1.0
original,research/pretrain_data,20,reparam,1000,24000,0.015861876353184062,0.012511333368976807,0.03641634873421526,0.05364528435052418,1.0
corrected,research/pretrain_data_corrected,20,raw,4800,4800,0.2008542378741913,0.18492139436364363,0.30219034772195424,0.4657511248825641,0.95
corrected,research/pretrain_data_corrected,20,reparam,200,4800,0.05861796376432561,0.03991968407456148,0.12961868367989945,0.17705425483493809,1.0
corrected,research/pretrain_data_corrected,20,reparam,1000,24000,0.03092694988982373,0.02427283888821452,0.07272362723763902,0.12849735917526295,1.0
