arm,repair_mode,n,feasibility,gap_mean,gap_median,gap_sd,gap_p90,gap_p95,gap_worst,within_1pct,within_5pct,within_10pct,util_mean,class_mean,grade_match,repaired_frac,ec3_evals_per_design,sec_per_design
gated_cost_catalog_seed42,none,142,0.9084507042253521,0.4261502643776299,0.3774907683543453,0.23237387105320464,0.7492450580343196,0.8574032031813665,1.0941253803737159,0.0,0.0,0.007751937984496124,0.8136389030381196,1.1619718309859155,0.7535211267605634,0.0,1.0,0.5250522418760917
gated_cost_catalog_seed42,catalog_snap,142,0.9084507042253521,0.23523312976032565,0.17949277426026292,0.18463853279350584,0.33521243360895847,0.7749541285784635,0.910021872809332,0.0,0.0,0.046511627906976744,0.969991686762142,1.1690140845070423,0.7535211267605634,0.7816901408450704,42.605633802816904,0.5282126782645642
gated_cost_catalog_seed42,catalog_snap+grade,142,0.9084507042253521,0.19255421233628492,0.16517173210271355,0.11336799802383304,0.292667225464529,0.33325134453200683,0.794819494951859,0.0,0.0,0.06976744186046512,0.9832236962151174,1.176056338028169,0.647887323943662,0.852112676056338,166.09154929577466,0.5328952258741352
