update,timesteps,violation_g1_util,violation_g2_class,violation_g3_geom,lambda_g1_util,lambda_g2_class,lambda_g3_geom
1,8192,2.195563506180732,0.032930379713976055,0.06492842553903226,10.97781753090366,0.16465189856988027,0.12985685107806452
2,16384,2.196044027819246,0.011866105521348546,0.033445854953121815,21.95803766999989,0.223982426176623,0.19674856098430815
3,24576,1.7769990500774693,0.015784912455987204,0.036221623847776926,30.843032920387238,0.30290698845655906,0.26919180867986203
4,32768,1.583169954212909,0.015797751206182185,0.039226685668848196,38.75888269145178,0.38189574448747,0.3476451800175584
5,40960,1.1696147360680071,0.01230806419622309,0.026247940559283315,44.60695637179182,0.44343606546858544,0.400141061136125
6,49152,0.8274980681461769,0.006540538484631013,0.01942397523002386,48.7444467125227,0.4761387578917405,0.43898901159617276
7,57344,0.6023915847862288,0.008424444095737282,0.020799961103861717,51.756404636453844,0.5182609783704268,0.4805889338038962
8,65536,0.49634304294274534,0.003886245648356184,0.014295513947428276,54.23811985116757,0.5376922066122077,0.5091799616987528
9,73728,0.3299627710097666,0.0037156758946854922,0.009472305610222352,55.8879337062164,0.5562705860856352,0.5281245729191975
10,81920,0.28729306011721945,0.0021717882214814556,0.005888079534077853,57.3243990068025,0.5671295271930424,0.5399007319873531
11,90112,0.24665621905912763,0.001208737925063473,0.004482868078703752,58.55768010209814,0.5731732168183598,0.5488664681447606
12,98304,0.17137965370015984,0.00042456789695017726,0.001702635552930184,59.41457837059894,0.5752960563031106,0.552271739250621
13,106496,0.15249239120589958,0.00030703467831895344,0.0012518494679606717,60.177040326628436,0.5768312296947055,0.5547754381865424
14,114688,0.15597935370060845,0.0003177089310064089,0.0013427734375,60.95693709513148,0.5784197743497375,0.5574609850615424
15,122880,0.12311058489597348,0.0003961246619757846,0.0013427734375,61.572490019611344,0.5804003976596164,0.5601465319365424
16,131072,0.12373548539322465,0.0002316740980858674,0.0008544921875,62.19116744657747,0.5815587681500457,0.5618555163115424
