span_m,load_kNm,grade,section_type,h,b,tf,tw,util,mass,cost,co2,governing
6.0,20.0,355,rolled,250.0,120.0,8.0,6.0,0.9507121545078686,164.38842,235.0754406,421.98507414,DEFL
6.0,20.0,460,rolled,250.0,120.0,8.0,6.0,0.9507121545078686,164.38842,263.43244304999996,386.47717542000004,DEFL
6.0,20.0,355,welded,250.0,120.0,8.0,9.166666666666666,0.9176508801250761,191.46149999999997,325.48454999999996,553.1322734999999,MOMENT
6.0,20.0,460,welded,250.0,120.0,8.0,6.0,0.9697263975980261,156.5604,299.50004519999993,414.10225799999995,DEFL
6.0,33.333333333333336,355,rolled,333.3333333333333,120.0,8.0,9.166666666666666,0.9354671692748047,238.81269999999998,341.5021609999999,613.0322009,MOMENT
6.0,33.333333333333336,460,rolled,250.0,150.0,12.5,6.0,0.9332091045373375,252.2205,404.18335124999993,592.9703955000001,DEFL
6.0,33.333333333333336,500,rolled,250.0,150.0,12.5,6.0,0.9332091045373375,252.2205,441.890316,560.2826187,DEFL
6.0,33.333333333333336,550,rolled,250.0,150.0,12.5,6.0,0.9332091045373375,252.2205,482.49781649999994,533.0428046999999,DEFL
6.0,33.333333333333336,620,rolled,250.0,150.0,12.5,6.0,0.9332091045373375,252.2205,534.70746,497.63104649999997,DEFL
6.0,33.333333333333336,690,rolled,250.0,150.0,12.5,6.0,0.9332091045373375,252.2205,607.2208537500001,464.94326969999986,DEFL
6.0,33.333333333333336,355,welded,250.0,150.0,12.5,6.0,0.9518732866280842,240.20999999999998,408.3569999999999,693.96669,DEFL
6.0,33.333333333333336,460,welded,333.3333333333333,120.0,8.0,6.0,0.9899285055382023,180.1104,344.55119519999994,476.39200800000003,MOMENT
6.0,33.333333333333336,500,welded,250.0,150.0,12.5,6.0,0.9518732866280842,240.20999999999998,503.8644959999999,600.1887059999999,DEFL
6.0,33.333333333333336,550,welded,250.0,150.0,12.5,6.0,0.9518732866280842,240.20999999999998,591.45382365975,592.7371696057501,DEFL
6.0,33.333333333333336,620,welded,250.0,150.0,12.5,6.0,0.9518732866280842,240.20999999999998,672.905173284,558.501236353125,DEFL
6.0,33.333333333333336,690,welded,250.0,150.0,12.5,6.0,0.9518732866280842,240.20999999999998,793.5601430868751,531.5794573905,DEFL
6.0,46.66666666666667,355,rolled,416.66666666666663,120.0,8.0,9.166666666666666,0.9670836858572721,276.590825,395.52487974999997,710.0086477750001,MOMENT
6.0,46.66666666666667,460,rolled,333.3333333333333,120.0,8.0,12.333333333333332,0.9638933739270376,288.50948,462.3364416999999,678.28578748,MOMENT
6.0,46.66666666666667,500,rolled,333.3333333333333,120.0,8.0,12.333333333333332,0.9155555120021583,288.50948,505.46860896,640.894958872,DEFL
6.0,46.66666666666667,550,rolled,250.0,150.0,17.0,9.166666666666666,0.9942055372462241,350.1414,669.8204981999999,739.9888347599999,DEFL
6.0,46.66666666666667,620,rolled,250.0,150.0,17.0,9.166666666666666,0.9942055372462241,350.1414,742.299768,690.8289822,DEFL
6.0,46.66666666666667,690,rolled,250.0,150.0,17.0,9.166666666666666,0.9942055372462241,350.1414,842.9654204999999,645.45065676,DEFL
6.0,46.66666666666667,355,welded,416.66666666666663,120.0,12.5,6.0,0.9070387828930093,251.98499999999999,428.37449999999995,727.9846649999998,MOMENT
6.0,46.66666666666667,460,welded,333.3333333333333,120.0,12.5,6.0,0.9797952386654452,228.43499999999997,436.9961549999999,604.210575,MOMENT
6.0,46.66666666666667,500,welded,333.3333333333333,120.0,12.5,6.0,0.9228712631316198,228.43499999999997,479.16525599999994,570.7676909999999,MOMENT
6.0,46.66666666666667,550,welded,250.0,150.0,17.0,9.166666666666666,1.0140896479911488,333.46799999999996,835.7527827711,832.5735655527,DEFL
6.0,46.66666666666667,620,welded,250.0,150.0,17.0,9.166666666666666,1.0140896479911488,333.46799999999996,951.8893413264,784.8048845212501,DEFL
6.0,46.66666666666667,690,welded,250.0,150.0,17.0,9.166666666666666,1.0140896479911488,333.46799999999996,1124.2442821027498,747.5836851738,DEFL
6.0,60.0,355,rolled,500.0,120.0,8.0,9.166666666666666,0.9673784669370538,314.36895,449.5475985,806.9850946499998,MOMENT
6.0,60.0,460,rolled,333.3333333333333,120.0,12.5,12.333333333333332,0.9371525508465856,336.43137499999995,539.1312784374999,790.950162625,MOMENT
6.0,60.0,500,rolled,416.66666666666663,120.0,8.0,9.166666666666666,0.9912227448057191,276.590825,484.5871254,614.4188586550001,MOMENT
